dr7objid,dr8objid,objid
587730845816128161,1237656567041032885,1237656567041032885
587730845816193176,1237656567041097841,1237656567041097841
587730845816193147,1237656567041098163,1237656567041098163
587730845816521109,1237656567041426079,1237656567041426079
587730845817504263,1237656567042408970,1237656567042408970
587730845817504260,1237656567042408976,1237656567042408976
587730845817766206,1237656567042670916,1237656567042670916
587730845817766206,1237656567042670916,1237656567042670916
587730845817766261,1237656567042670977,1237656567042670977
587730845817766261,1237656567042670977,1237656567042670977
587730845817766449,1237656567042671332,1237656567042671332
587730845817962926,1237656567042867659,1237656567042867659
587730845818028497,1237656567042933211,1237656567042933211
587731172768088164,1237656893992993355,1237656893992993355
587730845818749534,1237656567043654344,1237656567043654344
587731172768089019,1237656893992993693,1237656893992993693
587730845819273509,1237656567044178185,1237656567044178185
587730847961776839,1237656569186680974,1237656569186680974
587730847961777435,1237656569186682147,1237656569186682147
587731172769071730,1237656893993976361,1237656893993976361
587730846350115626,1237656567575020228,1237656567575020228
587731172769137326,1237656893994041977,1237656893994041977
587730847962169451,1237656569187074156,1237656569187074156
587730846350181687,1237656567575086364,1237656567575086364
587730774965158098,1237656496190062785,1237656496190062785
587730774965223644,1237656496190128484,1237656496190128484
587730774965420255,1237656496190324960,1237656496190324960
587731172771561675,1237656893996466389,1237656893996466389
587731172771562109,1237656893996466819,1237656893996466819
587731172771562103,1237656893996466823,1237656893996466823
587730847963939213,1237656569188843878,1237656569188843878
587731172771562175,1237656893996466889,1237656893996466889
587731172771562272,1237656893996467120,1237656893996467120
587731172771693125,1237656893996597844,1237656893996597844
587731172771824190,1237656893996728897,1237656893996728897
587731172771823906,1237656893996728901,1237656893996728901
587730847964135898,1237656569189040608,1237656569189040608
587730847964922248,1237656569189826611,1237656569189826611
587730847965053302,1237656569189957927,1237656569189957927
587730847965250271,1237656569190154957,1237656569190154957
587730847965250271,1237656569190154957,1237656569190154957
587730847965380991,1237656569190285659,1237656569190285659
587730847965512110,1237656569190416784,1237656569190416784
587731173305221649,1237656894530126374,1237656894530126374
587731173305222006,1237656894530126742,1237656894530126742
587731173305286686,1237656894530191385,1237656894530191385
587730846352540038,1237656567577444677,1237656567577444677
587730846352540213,1237656567577444827,1237656567577444827
587731173305353062,1237656894530257703,1237656894530257703
587731173305680328,1237656894530584983,1237656894530584983
587731173305942556,1237656894530847286,1237656894530847286
587731173306008403,1237656894530913201,1237656894530913201
587731173306008404,1237656894530913202,1237656894530913202
587730847965971022,1237656569190875744,1237656569190875744
587730847966101958,1237656569191006680,1237656569191006680
587731173306073230,1237656894530977926,1237656894530977926
587731173306073230,1237656894530977926,1237656894530977926
587731173306073231,1237656894530977927,1237656894530977927
587730847966167518,1237656569191072186,1237656569191072186
587731173306139479,1237656894531044124,1237656894531044124
587731173306925418,1237656894531830091,1237656894531830091
587731173306925693,1237656894531830396,1237656894531830396
587731173307122307,1237656894532026977,1237656894532026977
587731173307777774,1237656894532682519,1237656894532682519
587731173307909070,1237656894532813788,1237656894532813788
587731173308105381,1237656894533010030,1237656894533010030
587731173308367843,1237656894533272562,1237656894533272562
587730847966167545,1237656569191072204,1237656569191072204
587730847966167546,1237656569191072205,1237656569191072205
587730847966167332,1237656569191072233,1237656569191072233
587730847966232966,1237656569191137676,1237656569191137676
587730847966560661,1237656569191465340,1237656569191465340
587730847967150381,1237656569192055098,1237656569192055098
587730848496943396,1237656569721848024,1237656569721848024
587730848497206273,1237656569722110907,1237656569722110907
587730848497271352,1237656569722175977,1237656569722175977
587730846891377212,1237656568116281873,1237656568116281873
587730846891639060,1237656568116544000,1237656568116544000
587730848497534190,1237656569722438982,1237656569722438982
587730848497926575,1237656569722831909,1237656569722831909
587730848498189021,1237656569723093676,1237656569723093676
587730848498713481,1237656569723618197,1237656569723618197
587730848501268498,1237656569726173554,1237656569726173554
587730848501465612,1237656569726370296,1237656569726370296
587730848501465845,1237656569726370999,1237656569726370999
587730848501531082,1237656569726435720,1237656569726435720
587730846891704601,1237656568116609264,1237656568116609264
587730846891835620,1237656568116740269,1237656568116740269
587730846892097861,1237656568117002539,1237656568117002539
587730846892491169,1237656568117395580,1237656568117395580
587730848501662224,1237656569726566921,1237656569726566921
587730848501792843,1237656569726697863,1237656569726697863
587730848501859003,1237656569726763743,1237656569726763743
587730848502120815,1237656569727025699,1237656569727025699
587731185113367093,1237656906338271901,1237656906338271901
587731185113497991,1237656906338402687,1237656906338402687
587731185113563559,1237656906338468266,1237656906338468266
587731185113825512,1237656906338730456,1237656906338730456
587731185113956636,1237656906338861349,1237656906338861349
587731185113956705,1237656906338861427,1237656906338861427
587731185114284427,1237656906339189134,1237656906339189134
587731185114677787,1237656906339582644,1237656906339582644
587730848502120815,1237656569727025699,1237656569727025699
587730848502186353,1237656569727090993,1237656569727090993
587730848502186687,1237656569727091367,1237656569727091367
587731185115201801,1237656906340106488,1237656906340106488
587731185115267377,1237656906340172071,1237656906340172071
587731185115332930,1237656906340237591,1237656906340237591
587731185117036771,1237656906341941488,1237656906341941488
587731185119199476,1237656906344104148,1237656906344104148
587731185119920358,1237656906344825049,1237656906344825049
587731185119985858,1237656906344890563,1237656906344890563
587731185120248026,1237656906345152729,1237656906345152729
587731185120247980,1237656906345152765,1237656906345152765
587731185120575652,1237656906345480373,1237656906345480373
587730848502251975,1237656569727156714,1237656569727156714
587730848502251824,1237656569727156929,1237656569727156929
587730848502644768,1237656569727549807,1237656569727549807
587730848502776167,1237656569727680871,1237656569727680871
587730846892491484,1237656568117396129,1237656568117396129
587730848503169375,1237656569728074059,1237656569728074059
587730848503562598,1237656569728467307,1237656569728467307
587731185126998174,1237656906351902870,1237656906351902870
587731185127129160,1237656906352033894,1237656906352033894
587731185127129179,1237656906352033912,1237656906352033912
587731185127129179,1237656906352033912,1237656906352033912
587731185127194680,1237656906352099385,1237656906352099385
587731185127850136,1237656906352754815,1237656906352754815
587731185127850136,1237656906352754815,1237656906352754815
587731185128112152,1237656906353016851,1237656906353016851
587730848227918897,1237656569184387324,1237656569184387324
587730847960400699,1237656569185304825,1237656569185304825
587730847960400171,1237656569185305092,1237656569185305092
587730847961449424,1237656569186353630,1237656569186353630
587731172768351029,1237656893993255702,1237656893993255702
587731172768940539,1237656893993845340,1237656893993845340
587731172768940864,1237656893993845619,1237656893993845619
587731172769595985,1237656893994500690,1237656893994500690
587731186736234681,1237656907961139419,1237656907961139419
587731172771037636,1237656893995942269,1237656893995942269
587731172771168914,1237656893996073579,1237656893996073579
587731172771365560,1237656893996270233,1237656893996270233
587731185656922334,1237656906881826991,1237656906881826991
587731173304239048,1237656894529144417,1237656894529144417
587731173304960159,1237656894529864857,1237656894529864857
587730847965512403,1237656569190417093,1237656569190417093
587731173305942580,1237656894530847801,1237656894530847801
587731173306467232,1237656894531371937,1237656894531371937
587731173306597983,1237656894531502705,1237656894531502705
587731173306663337,1237656894531568476,1237656894531568476
587731173306794240,1237656894531698956,1237656894531698956
587731173306794667,1237656894531699427,1237656894531699427
587731186205786204,1237656907430690897,1237656907430690897
587731173308498053,1237656894533402747,1237656894533402747
587731173308498848,1237656894533403455,1237656894533403455
