dr7objid,dr8objid,objid,expAB_r
587733398114598926,1237659119339503628,1237659119339503628,0.822214
587733397570388165,1237659118795292887,1237659118795292887,0.2321144
587733399716823351,1237659120941728101,1237659120941728101,0.2435919
587733398114533645,1237659119339438387,1237659119339438387,0.6161097
587733397573009582,1237659118797914254,1237659118797914254,0.8999633
587733399724949677,1237659120949854390,1237659120949854390,0.7253836
587733399718920431,1237659120943825154,1237659120943825154,0.9031602
587733399718330577,1237659120943235305,1237659120943235305,0.431517
587733399718002798,1237659120942907515,1237659120942907515,0.3795821
587733399717019912,1237659120941924651,1237659120941924651,0.4437781
587733399188799844,1237659120413704558,1237659120413704558,0.8892226
587733399183097888,1237659120408002589,1237659120408002589,0.1393401
587733399182704827,1237659120407609563,1237659120407609563,0.2499642
587733397575762136,1237659118800666887,1237659118800666887,0.3681009
587733397572813127,1237659118797717826,1237659118797717826,0.8780739
587733399718330509,1237659120943235240,1237659120943235240,0.944051
587733399186047216,1237659120410951967,1237659120410951967,0.2986012
587733399716823234,1237659120941727965,1237659120941727965,0.2677527
587733399716823224,1237659120941727955,1237659120941727955,0.9308863
587733398641901675,1237659119866806399,1237659119866806399,0.8610986
587733398116303111,1237659119341207814,1237659119341207814,0.5676177
587733398116303111,1237659119341207814,1237659119341207814,0.5676177
587733397571961150,1237659118796865820,1237659118796865820,0.7909744
587733397569208541,1237659118794113252,1237659118794113252,0.2014527
587733399716823191,1237659120941727916,1237659120941727916,0.3213206
587733399716823191,1237659120941727916,1237659120941727916,0.3213206
587733399184474278,1237659120409378967,1237659120409378967,0.4841791
587733398115516697,1237659119340421419,1237659119340421419,0.570204
587733397573861585,1237659118798766318,1237659118798766318,0.5040653
587733397573861585,1237659118798766318,1237659118798766318,0.5040653
587733411530014787,1237659132754919628,1237659132754919628,0.2256065
587733411530146044,1237659132755050762,1237659132755050762,0.4988566
587733411530801354,1237659132755706065,1237659132755706065,0.5160939
587733411530866897,1237659132755771597,1237659132755771597,0.2869508
587733411530932426,1237659132755837128,1237659132755837128,0.3974914
587733411530932307,1237659132755837207,1237659132755837207,0.6780231
587733411530997921,1237659132755902599,1237659132755902599,0.8601868
587733411531325586,1237659132756230268,1237659132756230268,0.8578867
587733411531587741,1237659132756492422,1237659132756492422,0.332988
587733411531653224,1237659132756557910,1237659132756557910,0.7315865
587733412053057543,1237659133277962250,1237659133277962250,0.725615
587733412053254231,1237659133278158867,1237659133278158867,0.3751403
587733412055941186,1237659133280845932,1237659133280845932,0.6809728
587733412056137894,1237659133281042588,1237659133281042588,0.5623884
587733412056203419,1237659133281108126,1237659133281108126,0.5670218
587733412056203419,1237659133281108126,1237659133281108126,0.5670218
587733412056793203,1237659133281697905,1237659133281697905,0.6719016
587733412056793263,1237659133281697981,1237659133281697981,0.6459724
587733412056858653,1237659133281763338,1237659133281763338,0.9113196
587733412056858708,1237659133281763424,1237659133281763424,0.8221858
587733412057317424,1237659133282222127,1237659133282222127,0.3249113
587733412057645191,1237659133282549963,1237659133282549963,0.7338825
587733412058366126,1237659133283270817,1237659133283270817,0.7033513
587733412059349128,1237659133284253899,1237659133284253899,0.9571472
587733412059545745,1237659133284450357,1237659133284450357,0.3606818
587733412059873503,1237659133284778240,1237659133284778240,0.5187927
587733412059939091,1237659133284843806,1237659133284843806,0.9215149
587733412059939110,1237659133284843828,1237659133284843828,0.3863567
587733412060004586,1237659133284909282,1237659133284909282,0.2688785
587733412060135596,1237659133285040288,1237659133285040288,0.2511285
587733412061380719,1237659133286285390,1237659133286285390,0.7455171
587733412062822553,1237659133287727246,1237659133287727246,0.4227552
587733412064788620,1237659133289693380,1237659133289693380,0.8599877
587733412064788620,1237659133289693380,1237659133289693380,0.8599877
587733412064788726,1237659133289693476,1237659133289693476,0.274479
587733412064854025,1237659133289758731,1237659133289758731,0.7126996
587733412064985261,1237659133289889949,1237659133289889949,0.7051522
587733412065181984,1237659133290086687,1237659133290086687,0.7407113
587733412065312949,1237659133290217621,1237659133290217621,0.7765476
587733412065313011,1237659133290217698,1237659133290217698,0.2381859
587733412066296062,1237659133291200813,1237659133291200813,0.4539812
587733412066426973,1237659133291331825,1237659133291331825,0.5772471
587733412066492584,1237659133291397329,1237659133291397329,0.3377169
587733412066623499,1237659133291528207,1237659133291528207,0.864549
587733412066623752,1237659133291528600,1237659133291528600,0.5830823
587733412066820371,1237659133291725170,1237659133291725170,0.3084012
587733412067082411,1237659133291987081,1237659133291987081,0.5732186
587733412591239266,1237659133816144036,1237659133816144036,0.6702459
587733412592550006,1237659133817454712,1237659133817454712,0.5677001
587733422796636229,1237659144021540943,1237659144021540943,0.5114955
587733422797160627,1237659144022065379,1237659144022065379,0.1634717
587733422797488276,1237659144022392992,1237659144022392992,0.5583152
587733423332393068,1237659144557297769,1237659144557297769,0.6543584
587733423332786337,1237659144557691055,1237659144557691055,0.2081952
587733423332851834,1237659144557756546,1237659144557756546,0.1999669
587733423332851841,1237659144557756556,1237659144557756556,0.3547449
587733423333245075,1237659144558149807,1237659144558149807,0.4578471
587733423334621303,1237659144559526007,1237659144559526007,0.2953611
587733423869329523,1237659145094234230,1237659145094234230,0.5644461
587733423869460509,1237659145094365212,1237659145094365212,0.2286675
587733423869460490,1237659145094365264,1237659145094365264,0.5915921
587733423869460568,1237659145094365273,1237659145094365273,0.4251317
587733423869722767,1237659145094627478,1237659145094627478,0.1939127
587733423869853725,1237659145094758430,1237659145094758430,0.6808715
587733423869853829,1237659145094758550,1237659145094758550,0.9191156
587733423869853843,1237659145094758565,1237659145094758565,0.4676073
587733423870115955,1237659145095020661,1237659145095020661,0.4082628
587733423871492263,1237659145096396997,1237659145096396997,0.6189269
587733424406462487,1237659145631367193,1237659145631367193,0.5246859
587733424406986829,1237659145631891531,1237659145631891531,0.5635175
587733424406986895,1237659145631891601,1237659145631891601,0.7655067
587733424407445594,1237659145632350290,1237659145632350290,0.9217554
587733424407904415,1237659145632809163,1237659145632809163,0.4676017
587733424943005818,1237659146167910515,1237659146167910515,0.3222663
587733424943005841,1237659146167910535,1237659146167910535,0.2048733
587733424943071324,1237659146167976035,1237659146167976035,0.7574373
587733424943464534,1237659146168369224,1237659146168369224,0.7645046
587733424943595532,1237659146168500381,1237659146168500381,0.5314597
587733424943792197,1237659146168696894,1237659146168696894,0.5925913
587733424944119911,1237659146169024608,1237659146169024608,0.2569122
587733424944185456,1237659146169090166,1237659146169090166,0.249944
587733424944185471,1237659146169090181,1237659146169090181,0.469495
587733424944644200,1237659146169548903,1237659146169548903,0.7099103
587733424945168393,1237659146170073165,1237659146170073165,0.1982611
587733424945299583,1237659146170204287,1237659146170204287,0.5216308
587733425480532063,1237659146705436791,1237659146705436791,0.7744638
587733425480794188,1237659146705698884,1237659146705698884,0.7509267
587733425480990809,1237659146705895516,1237659146705895516,0.5426845
587733425481318510,1237659146706223206,1237659146706223206,0.1757821
587733425481842753,1237659146706747447,1237659146706747447,0.3433644
587733425481908356,1237659146706813064,1237659146706813064,0.470217
587733425482236024,1237659146707140787,1237659146707140787,0.4073647
587733427085967508,1237659148310872204,1237659148310872204,0.7890147
587733427622707318,1237659148847611987,1237659148847611987,0.7267801
587733427623166013,1237659148848070719,1237659148848070719,0.2017692
587733427623166071,1237659148848070862,1237659148848070862,0.353635
587733427623166100,1237659148848070888,1237659148848070888,0.8573983
587733427623231613,1237659148848136293,1237659148848136293,0.765163
587733427624083651,1237659148848988344,1237659148848988344,0.3200923
587733427624607929,1237659148849512673,1237659148849512673,0.643618
587733427624607946,1237659148849512692,1237659148849512692,0.7760928
587733427626246242,1237659148851150939,1237659148851150939,0.5438403
587733427627098327,1237659148852003022,1237659148852003022,0.3717425
587733427627163805,1237659148852068511,1237659148852068511,0.7243636
587733428159250526,1237659149384155208,1237659149384155208,0.7825187
587733428160757776,1237659149385662482,1237659149385662482,0.7449639
587733428160823413,1237659149385728110,1237659149385728110,0.493171
587733428161020041,1237659149385924732,1237659149385924732,0.6205489
587733428161216676,1237659149386121368,1237659149386121368,0.1999994
587733428161282194,1237659149386186882,1237659149386186882,0.2607732
587733428161282213,1237659149386186901,1237659149386186901,0.5410193
587733428161740887,1237659149386645594,1237659149386645594,0.4133613
587733428161806435,1237659149386711135,1237659149386711135,0.2345102
587733428162330687,1237659149387235389,1237659149387235389,0.7154878
587733428162396307,1237659149387301010,1237659149387301010,0.2330765
587733428162986039,1237659149387890723,1237659149387890723,0.3966132
587733428163117209,1237659149388021899,1237659149388021899,0.7382007
587733428696252541,1237659149921157238,1237659149921157238,0.3488429
587733428696252564,1237659149921157266,1237659149921157266,0.6315862
587733428696973432,1237659149921878157,1237659149921878157,0.3861974
587733428697038858,1237659149921943564,1237659149921943564,0.8905432
587733428697038980,1237659149921943671,1237659149921943671,0.1005452
587733428697694321,1237659149922599030,1237659149922599030,0.4250771
587733428698873960,1237659149923778745,1237659149923778745,0.8743459
587733428700053653,1237659149924958361,1237659149924958361,0.5822727
587733429501231202,1237659150457700605,1237659150457700605,0.3861867
587733429232992354,1237659150457897044,1237659150457897044,0.3148428
587733429233123511,1237659150458028234,1237659150458028234,0.2053431
587733429233189014,1237659150458093701,1237659150458093701,0.3255553
587733429233582184,1237659150458486897,1237659150458486897,0.2065026
587733429233975472,1237659150458880200,1237659150458880200,0.6922785
587733429234106465,1237659150459011158,1237659150459011158,0.4138742
587733429234237590,1237659150459142296,1237659150459142296,0.2349254
587733429234696280,1237659150459600975,1237659150459600975,0.3183598
587733429234827399,1237659150459732136,1237659150459732136,0.723302
587733429235024020,1237659150459928717,1237659150459928717,0.2372409
587733429235548258,1237659150460452951,1237659150460452951,0.6239475
587733429235548354,1237659150460453115,1237659150460453115,0.45313
587733429235810500,1237659150460715222,1237659150460715222,0.4941372
587733429236334712,1237659150461239374,1237659150461239374,0.515244
587733429236400285,1237659150461304976,1237659150461304976,0.463203
