,Unnamed: 0,Z,Z err,H alpha flux,H alpha flux error,H beta flux,H beta flux error,BDec,BDec Err,objid,expAB_r,RA,DEC,StarMass,StarMass P16,StarMass P84,SFR,SFR P16,SFR P84,SFR err,SFR FLAG,SFR ENTROPY,GALAXY CLASS,12+LOG OH,12+LOG OH P16,12+LOG OH P84,12+LOG OH err,EB-V,NUMID,Inclination
7354,67067,0.01994676,1.7559407000000002e-05,64.73153,2.400878,18.680407000000002,2.1952987,0.53972954,0.015444753564588309,587731511537696861,0.3739741,31.677156,-0.8604719000000001,10.017710000000001,9.908984,10.127802,-0.85304046,-1.7753968,-0.31617629999999997,-1.0457866,0.0,-5.830702320757296,3,-99.9,-99.9,-99.9,-99.9,0.035833653,7354,68.03907985812101
7356,67098,0.041183,2.0306372e-05,30.151265999999996,1.8138526999999998,7.9225216,1.50084,0.58044213,0.022681726955359083,587731511537500486,0.5355576999999999,31.264770000000002,-1.0265627,9.202971,9.119850999999999,9.298428999999999,-0.86324036,-1.3365383999999998,-0.50906736,-0.9228029000000001,0.0,-5.101572115649554,2,-99.9,-99.9,-99.9,-99.9,0.0284728,7356,57.61825883934479
7358,67111,0.042676784,3.811967e-05,3.0399682999999995,2.060757,-8.255477,2.7037642,,-0.8879134439215102,588015508746338486,0.3433162,31.579744,-0.35731563,9.66346,9.562933000000001,9.761594,-1.3577777,-2.1694443,-0.8668831,-1.5181637,0.0,-5.731152707935627,-1,-99.9,-99.9,-99.9,-99.9,0.028741796,7358,69.92095580229564
7359,67117,0.042974617,5.425739e-06,503.6886,5.060048999999999,147.87366,3.1215667999999996,0.5322713000000001,0.0029807414857956904,587731512074502299,0.5796568,31.603088,-0.5996621999999999,9.361479,9.305858,9.442994,-0.083983414,-0.25655484,0.14414068,-0.056207083,0.0,-4.104796326620034,1,8.633874,8.615897,8.695844000000001,8.65587,0.03137167,7359,54.5735926003964
7360,67118,0.047525205,7.3796004e-06,549.22577,6.625444,144.56985,3.4826598,0.5796732,0.003079865446661341,587731512611373168,0.6712284000000001,31.543327,-0.12982917,10.027856,9.943565,10.123944,0.19859335,0.015817752,0.43740898,0.22661337,0.0,-4.1355499518480805,1,9.009068,9.001494000000001,9.016639999999999,9.009068,0.029303486,7360,47.83805576226908
7365,67140,0.04243167,1.3220501999999999e-05,332.42902000000004,6.7124395,41.755497,3.7421427000000005,0.90098524,0.005011389250513889,588015508209401994,0.7131341999999999,31.417991999999998,-0.6948441999999999,11.210747,11.113936,11.3157215,0.6886268,0.22523823,1.0944443000000001,0.65984124,0.0,-5.286047999399332,3,-99.9,-99.9,-99.9,-99.9,0.032353700000000006,7365,44.50950197736111
7366,67145,0.04319393,1.2611085000000001e-05,541.6769,7.189197500000001,134.3311,4.195915,0.6055636999999999,0.00365520363723184,588015508209336325,0.6674041000000001,31.270056,-0.7117515999999999,10.101125999999999,10.0103855,10.191965,0.07680416,-0.06805534,0.24093409999999998,0.08643938599999999,0.0,-3.714656371699851,1,9.165433,9.1278,9.190333,9.159067,0.028929583999999998,7366,48.13297322921759
7368,67153,0.04210831,2.1529823999999997e-05,48.17113,1.9959213,11.693904,1.6100553,0.61482733,0.015158758806342798,588015508746141893,0.4111367,31.245440999999996,-0.26363453,10.049314500000001,9.951478,10.151836999999999,-0.65263164,-1.176923,-0.20176043,-0.6893417,0.0,-5.463488212437737,3,-99.9,-99.9,-99.9,-99.9,0.026194303999999998,7368,65.72373945926394
7370,67166,0.042828205999999994,1.4781106999999999e-05,26.713238,2.9877164,4.527835400000001,2.3549902,0.77083594,0.039161816895194594,588015507672400024,0.5672522,31.134283,-1.1591276000000001,10.550284,10.465108,10.636344,-1.2482758999999999,-2.0238461,-0.636017,-1.3299316,0.0,-5.846919995415098,5,-99.9,-99.9,-99.9,-99.9,0.026088048,7370,55.441165281804885
7374,67175,0.04015419,1.6900109e-05,76.55107,2.3672411,23.742094,1.9538001,0.50843227,0.011841197051754428,588015508209139927,0.18282920000000005,30.891636,-0.7925118,9.429639,9.341866,9.5262,-0.80795026,-1.2454128,-0.47638184,-0.8608973,0.0,-5.04513333010129,2,-99.9,-99.9,-99.9,-99.9,0.028175129,7374,79.46540373310269
7375,67176,0.047360074,6.512045e-06,145.13744,3.0268447,52.788555,2.2609684,0.43923968,0.007524885621129199,588015508745945315,0.4741304,30.754596999999997,-0.27274004,9.052091,9.002724,9.114127,-0.26893553,-0.5085105999999999,0.014390266499999999,-0.24706016,0.0,-4.581046748521366,1,8.387027,8.213881,8.544286999999999,8.379083999999999,0.023140432000000002,7375,61.69725444985999
7381,67206,0.041919596,1.4084864e-05,86.003914,5.9936414000000005,23.744816,4.740812,0.5589494,0.025356165505520875,587731511537369319,0.3933289,30.972946000000004,-0.97664183,10.649161,10.558524,10.733719,-1.1918831,-1.9922414000000002,-0.58583325,-1.2890373,0.0,-5.8595697611526365,5,-99.9,-99.9,-99.9,-99.9,0.03018774,7381,66.83820748146358
7383,67208,0.042424607999999996,1.14848135e-05,8.724003,3.4373686,3.5067722999999997,3.0211827999999996,0.39580825,0.1653817853253381,587731511537369278,0.6764263,30.939095000000002,-0.9609794,10.481831,10.386403999999999,10.572556,-1.2690298999999998,-2.1153846,-0.67248064,-1.3939326,0.0,-5.875712703327192,-1,-99.9,-99.9,-99.9,-99.9,0.029934932999999997,7383,47.434991232499335
7385,67214,0.019418163000000002,9.097987000000001e-06,280.5571,11.736719,89.82905,7.735453999999999,0.49460447,0.013312455956752437,587731512610914392,0.8220634,30.551409999999997,-0.10062675,10.819977,10.726777,10.906639,-0.7687499,-1.6671641,-0.1782258,-0.9226949000000001,0.0,-5.891613628443941,4,-99.9,-99.9,-99.9,-99.9,0.026761536000000002,7385,34.708115377473206
7386,67215,0.050055902,7.877895e-06,397.04193,6.0125337,70.06551999999999,3.3338926,0.753332,0.0038269212130645812,587731512610979919,0.7337020000000001,30.636608000000003,-0.20832240000000002,10.66478,10.577688,10.767272,0.56710047,0.36721307,0.78950906,0.57836103,0.0,-4.187042203346123,1,9.113639,9.097227,9.151537,9.124382,0.02248147,7386,42.80234969974881
7388,67222,0.04296531,1.371731e-05,199.83525,3.4891415,55.74738000000001,2.5940764,0.55444765,0.0060214085892084275,588015508745945299,0.3929999,30.751603999999997,-0.25155032,9.987413,9.915071000000001,10.080544,0.11329783,-0.14555992,0.39174315,0.123091616,0.0,-4.566753272107186,2,-99.9,-99.9,-99.9,-99.9,0.023066438999999998,7388,66.85870880146199
7389,67223,0.04973264,1.9078474000000003e-05,94.829575,3.0461228,26.093232999999998,2.2637408,0.5604159000000001,0.011055155544256493,587731512074043553,0.35425120000000004,30.569145000000002,-0.5330878000000001,10.556616,10.458998,10.658584,-0.03756076,-0.4861344,0.43256897,-0.026782721000000002,0.0,-5.331621820581941,1,8.902666,8.825961,8.96343,8.894695,0.029368976,7389,69.25244085634922
7391,67237,0.042128563,1.3382032999999999e-05,99.22077,2.4822721000000003,25.763329000000002,1.9835683000000002,0.5856005999999999,0.009129037750992296,587731511537172662,0.6800390000000001,30.564388,-1.0186231,9.594969,9.504619,9.693866,-0.7772986999999999,-1.0909636999999999,-0.46666658,-0.77881515,0.0,-4.7606138838696275,2,-99.9,-99.9,-99.9,-99.9,0.028573109,7391,47.15330928372356
7392,67243,0.04348478,9.483352e-06,170.59024,2.8578672000000003,45.509583,2.3666663,0.57385135,0.00633006470561567,587731511537172664,0.509887,30.565027,-0.94362164,9.460247,9.390400999999999,9.551566000000001,-0.31349534,-0.53786385,-0.047474507,-0.29266918,0.0,-4.43397560632033,1,8.919157,8.8843975,8.972667999999999,8.928533,0.029968337999999997,7392,59.34369683707681
7393,67251,0.045596045,1.2151557e-05,137.63374,3.2897227,36.202904,2.3504076,0.5799814999999999,0.007903216676299181,587731512073912450,0.4523606,30.272339000000002,-0.57445496,9.832852,9.749176,9.924539999999999,-0.2292284,-0.5333331,0.090533905,-0.2213996,0.0,-4.776406672962353,1,8.937877,8.901747,8.98756,8.944653500000001,0.026881567999999998,7393,63.104761239123825
7395,67258,0.04857129,1.6010657e-05,68.78216,2.218427,14.271172,1.906837,0.6830162,0.012385681744956498,587731512610783438,0.4931428,30.295565000000003,-0.17658293,9.717998,9.634677,9.812306,-0.3989797,-0.70874983,-0.05182903,-0.38028944,0.0,-4.882586634404609,2,-99.9,-99.9,-99.9,-99.9,0.02669627,7395,60.45264114033741
7396,67260,0.04096297,5.5435294e-06,811.6077,8.380604,255.25616000000002,4.963217299999999,0.50236994,0.0030071097594692032,587731512610783312,0.6885778,30.214302000000004,-0.0632287,9.426503,9.347767999999999,9.557924,-0.24879518,-0.41670617,0.023888944,-0.19640861,0.0,-4.1885590615853685,1,8.874391000000001,8.864328,8.897239,8.880783000000001,0.030030912000000003,7396,46.48236541101623
7400,67274,0.04379905,9.019556e-06,391.22705,6.306204,84.23659,3.8911580000000003,0.6669281,0.004574938396394803,587731513684656255,0.6061698,30.474693,0.72122586,10.337102,10.245696,10.4348,-0.26339862,-0.63141894,0.11224481,-0.25958708,0.0,-5.068439827119781,3,-99.9,-99.9,-99.9,-99.9,0.023357527000000003,7400,52.68693313799862
7401,67279,0.043227997000000004,7.4145910000000005e-06,1498.7601,13.781304,459.98572,6.504273400000001,0.5129878,0.0022481934808672092,588015509282684964,0.5613246999999999,30.401152000000003,0.0955581,9.235172,9.162276,9.299159,0.21462284,0.02084241,0.6237588000000001,0.3223006,0.0,-4.387562917877475,1,8.425448,8.295569,8.49222,8.393894,0.024616167,7401,55.85254083538001
7402,67291,0.043302774,1.4324675e-05,103.6102,2.6188745,25.755913,2.1327996,0.60452557,0.009347075740855318,587731513147785324,0.8625752,30.45525,0.27966368,9.990286,9.912618,10.088644,-0.1273077,-0.46522975,0.3233051,-0.070962325,0.0,-5.09397094687103,1,8.550053,8.456971000000001,8.64277,8.5498705,0.026945768,7402,30.393032440919796
7403,67303,0.042394336,1.3991801e-05,123.26189,2.7602189,32.45463,2.3847987999999996,0.5795521,0.008783986428883644,587731514221723870,0.4912046,31.023813,1.1197293,9.817797,9.74948,9.908128,0.0008982069999999999,-0.29918449999999996,0.30642470000000005,0.003620103,0.0,-4.8054037696817495,1,8.913564,8.845607000000001,8.958378999999999,8.901993,0.025884325,7403,60.580212772607716
7404,67312,0.043496724,9.810744999999999e-06,320.9729,4.3307269999999995,76.43026,2.6971486000000002,0.62320304,0.003907044818674828,587731513147850859,0.9348648,30.67075,0.379362,9.906841,9.835198,9.997078,-0.019283636,-0.28861585,0.24747898,-0.020568438,0.0,-4.558654162279802,1,9.008028999999999,8.976662,9.018474000000001,8.997568,0.025513552000000002,7404,20.79368657109497
7405,67313,0.04322534,6.355439e-06,690.684,6.878090400000001,190.49344,3.757836,0.55939937,0.0026468925965673373,588015509819686922,0.4539484,30.668321999999996,0.5368689,9.292338,9.214554,9.3893385,-0.25909472,-0.33561695,-0.14706801,-0.24134248,0.0,-3.0269451433126235,1,8.687884,8.669246000000001,8.705245,8.687244999999999,0.023703584,7405,63.002707172500735
7406,67329,0.019977463,1.1359112e-05,162.73303,2.864986,49.293385,2.308593,0.51868707,0.0065820020527021786,587731513684918457,0.9245222,31.196646,0.83505315,9.130166000000001,9.0636835,9.223122,-0.67356765,-0.90991193,-0.39590654,-0.6529092,0.0,-4.48314224677476,1,8.607142999999999,8.563789,8.660914,8.612352,0.022793276,7406,22.40358322737768
7407,67347,0.042730107999999996,1.4919671000000001e-05,63.17699,2.0620325,17.673946,1.9384206999999998,0.5532254,0.013902723302899316,588015509819687083,0.5894759,30.7626,0.5679026999999999,9.699663000000001,9.608414999999999,9.820589,-1.055,-1.5905062,-0.3210842,-0.95579517,0.0,-5.472936103988782,1,8.715755999999999,8.610588,8.813778,8.712183,0.025636036,7407,53.880174708378775
7410,67363,0.042165722999999995,4.5280124999999995e-05,20.633095,1.9252636000000003,5.2339199999999995,1.9773048999999998,0.5957373,0.04286986250100205,588015510356885709,0.3503965,31.52243,0.84783244,9.874487,9.784208999999999,9.97472,-0.53830254,-1.1094826,-0.15512058,-0.6323015999999999,0.0,-5.330751418379895,2,-99.9,-99.9,-99.9,-99.9,0.02591455,7410,69.48843126242306
7411,67368,0.04124067,1.0531045999999999e-05,168.72371,3.5689209,40.76593,2.193139,0.61687875,0.0060658048040229,587731513685049509,0.8686136000000001,31.416534000000002,0.6617699,10.065303,9.971345,10.160703,-0.57697576,-0.9449998,-0.20828013,-0.57663995,0.0,-4.911166598526117,1,8.940267,8.880931,8.964483999999999,8.922708,0.02471923,7411,29.70207159393045
7413,67386,0.040832352,1.7299153e-05,7.533334700000001,1.8495784,2.7410755,1.7568313999999998,0.43906626,0.10845757601009376,587731513147982034,0.6462277,31.033248999999998,0.2857551,9.921853,9.824491,10.016349,-1.477744,-2.2389832000000003,-0.95661753,-1.5978004,0.0,-5.739959750715472,-1,-99.9,-99.9,-99.9,-99.9,0.025113023999999998,7413,49.74221327597994
7415,67410,0.019499421,1.1288098e-05,44.598145,3.5922498999999997,10.785158000000001,2.9242616000000003,0.61649024,0.029706282068415905,588015509820014628,0.8102635,31.443213,0.62606835,9.685886,9.585243,9.784486,-1.4946808999999999,-2.1104,-1.0088435,-1.5596218000000002,0.0,-5.392362936675234,2,-99.9,-99.9,-99.9,-99.9,0.025523636000000002,7415,35.87831592831847
7416,67421,0.019757966999999998,1.0590358000000001e-05,112.01618,2.4363902000000004,30.064116,2.2488294,0.5712323,0.009079981483224168,588015509283078293,0.5591609000000001,31.325971999999997,0.05554678,9.236007,9.156724,9.331053,-0.7290849,-1.0357895000000001,-0.43274105,-0.73426527,0.0,-4.776819597425476,1,8.709214999999999,8.649257,8.784277000000001,8.716766,0.024211554,7416,56.0022117693971
7417,67436,0.041860152000000005,9.9204035e-06,171.82054,3.1945615000000003,47.950123,2.4102118,0.55428535,0.00649545825742987,588015510356951157,0.2755686,31.621674,0.8972789000000001,9.660019,9.584235000000001,9.755839,-0.30224246,-0.5428102,-0.011835713000000001,-0.27732295,0.0,-4.541555083705502,1,8.848008,8.816075,8.890403,8.853239,0.02732873,7417,74.00409813243705
7418,67437,0.040512063,8.244718e-06,206.47333999999998,3.4554839999999998,54.536453,2.3553588,0.5781771,0.005313200991076369,587731513685115048,0.7403835,31.621658,0.70639926,9.752145,9.678369,9.845998,-0.09541874,-0.34084493,0.18803848,-0.07640322,0.0,-4.4860023602822885,1,8.815913,8.773171000000001,8.838797999999999,8.805984500000001,0.027640894,7418,42.23590586237676
7424,67455,0.041552372000000004,1.3055009e-05,93.82346,7.485003999999999,11.017562,4.4398217,0.93022597,0.02095011207733049,587731514222182575,0.2944279,32.064823,1.1954812,11.263031,11.184697,11.34326,-0.41129035,-1.148684,0.11551715,-0.51658344,0.0,-5.766942228056679,5,-99.9,-99.9,-99.9,-99.9,0.029954587999999997,7424,72.8767650694472
7425,67457,0.042292292999999995,1.341406e-05,168.42088,4.043721700000001,43.106777,2.9206812,0.5918504,0.007990229176312254,587731514222182633,0.8433997999999999,32.08406,1.184274,10.714102,10.615877000000001,10.810366,0.25197133,-0.13863643,0.5903381,0.22585085,0.0,-5.0200736689706735,1,9.239778,9.143453,9.32161,9.232532,0.030149508,7425,32.49910912739044
7428,67469,0.041891564,2.0714926e-05,49.500409999999995,2.2951918,9.762521000000001,1.8103995,0.70504683,0.01637260591318544,587731513685311612,0.8269535,31.998749,0.8026109,10.186869999999999,10.088873,10.289192,-0.5873441999999999,-1.0318181999999998,-0.16766922,-0.59974366,0.0,-5.191922486305257,2,-99.9,-99.9,-99.9,-99.9,0.026455173,7428,34.212951119603254
7432,67493,0.041851375,2.0479036e-05,61.208569999999995,2.9028766,19.027554000000002,2.6224055,0.50742924,0.01967764020189543,588015510357278771,0.6784315,32.34798,0.9005588,10.230108999999999,10.120845,10.341521,-0.30999976,-1.038806,0.15396832,-0.4424188,0.0,-5.547871233963167,2,-99.9,-99.9,-99.9,-99.9,0.026688747000000002,7432,47.278803824804754
7433,67495,0.042104974,1.5142488e-05,142.73035,4.51627,27.072958,3.429264,0.72198063,0.010755070805697169,587731513685377197,0.22064970000000006,32.220898,0.7868191,10.896999000000001,10.803153,10.988132,0.23861678,-0.13255037,0.5305826,0.19901612,0.0,-4.8655752552710165,1,9.150497999999999,9.056914,9.269896000000001,9.163404,0.03020211,7433,77.25280414380305
7435,67510,0.04201184,1.8651732e-05,13.483609,1.7170119,3.064571,1.9666116000000002,0.6434365,0.06457779044398644,588015509820342361,0.3092566,32.161983,0.56474257,9.815275,9.714549,9.913553,-1.367268,-1.9203999,-0.9134455,-1.4169227,0.0,-5.288242153986299,2,-99.9,-99.9,-99.9,-99.9,0.028032672,7435,71.98556452438348
7436,67513,0.04133917,1.2259822e-05,218.44777000000002,4.292175,59.24035,2.5485816000000003,0.5667300000000001,0.0055702548168028105,587731513148506260,0.7176254,32.174683,0.40737695,9.900546,9.820899,9.994467,-0.15065973,-0.38616356,0.1314516,-0.12735598,0.0,-4.422487654833541,1,9.087694,9.064528999999999,9.122735,9.093632000000001,0.027887613,7436,44.1412245329691
7438,67527,0.0411659,1.8015162e-05,67.03291,2.8208303,14.798673,2.1589099999999997,0.65606534,0.014557481708047888,587731512076009588,0.5272316999999999,35.057823,-0.48394220000000004,9.643721000000001,9.540197000000001,9.748803,-0.9165254,-1.3996376,-0.50064105,-0.9501393,0.0,-5.167717115379114,2,-99.9,-99.9,-99.9,-99.9,0.03579571,7438,58.181397939685326
7439,67534,0.04890814,7.4659642e-06,604.83777,6.602188000000001,144.6893,3.67404,0.62120247,0.002871510218037352,588015508747649197,0.6622186,34.678276000000004,-0.21166416,9.686973,9.589727,9.813761999999999,-0.08162376,-0.19706728,0.09126499,-0.05290114,0.0,-3.612951349022667,1,9.008833000000001,9.00107,9.016597,9.008833000000001,0.03593224,7439,48.53070386892246
7442,67548,0.040916946,1.3849409000000001e-05,81.15472,2.7042854,16.34179,1.9044691000000002,0.69601417,0.010600088376402195,587731512075747516,0.8078313,34.375473,-0.54488575,9.575466,9.475474,9.673680000000001,-1.1001682,-1.4261466999999999,-0.75357145,-1.0898591,0.0,-4.782062792554782,2,-99.9,-99.9,-99.9,-99.9,0.03383454,7442,36.11541847944481
7446,67569,0.059923767999999995,1.31180295e-05,79.63539,2.2350755,20.605968,2.5774283,0.5871130999999999,0.014405603283588198,588015507673579683,0.8192578000000001,33.92442,-1.1204652,9.8621,9.788526,9.955211,-0.013322808,-0.38983056,0.29826102,-0.04578477,0.0,-4.9722980191492425,2,-99.9,-99.9,-99.9,-99.9,0.034092452,7446,34.989434444062034
7447,67576,0.04083643,8.371642000000001e-06,208.31717,3.554529,55.03609,2.5675547,0.5780774999999999,0.005699570549019758,587731512075681926,0.4432567,34.221024,-0.52552587,9.744232,9.653271,9.837363999999999,-0.57079977,-0.81249976,-0.2883115,-0.5504055999999999,0.0,-4.538316760300593,1,8.954863000000001,8.940652,8.978188000000001,8.959419,0.03456547,7447,63.68814322657977
7448,67578,0.049135167,6.4880664e-06,692.6925,6.7229323,206.32083,4.0540547,0.5259974000000001,0.002834908631924241,587731512075616321,0.4548641,34.181366,-0.6023854000000001,9.0306635,8.951728999999998,9.165345,-0.17178838,-0.27831227,0.049279004,-0.11451663,0.0,-3.70910324366725,1,8.571686,8.545972,8.594977,8.570475,0.034904428,7448,62.943809474447654
7449,67579,0.042345207,8.6860055e-06,147.45547,2.6468067000000004,41.586273,2.136739,0.5497109,0.0066662254010350286,587731512075616400,0.2785591,34.1813,-0.56344175,9.587197999999999,9.512737,9.681075,-0.30520806,-0.58855706,-0.018809447,-0.30368325,0.0,-4.698214698470959,1,8.793619,8.723545,8.833324000000001,8.778435,0.034486237999999995,7449,73.82577389255934
7451,67588,0.025562506000000002,3.4397126e-05,1.0905818999999999,1.1035937,-1.5902976999999998,1.9267098999999999,,-0.9996869794126658,588015508210319599,0.1999511,33.62233,-0.76797545,9.341018,9.240491,9.438206,-1.5005348,-2.0903224999999996,-1.0520979,-1.5712101,0.0,-5.4363081980040455,-1,-99.9,-99.9,-99.9,-99.9,0.036113378,7451,78.4659004906386
7453,67596,0.02006634,7.640807e-06,434.42874000000006,14.236858999999999,106.25410500000001,9.2052555,0.6115728,0.00983879531934828,588015508210253889,0.6346774000000001,33.409832,-0.71729976,10.7713,10.671365,10.866918,-1.0504717,-1.9484128,-0.36168227,-1.1550475,0.0,-6.008435574712428,4,-99.9,-99.9,-99.9,-99.9,0.032873847000000005,7453,50.60393806679455
7454,67599,0.020013707,1.0706165e-05,451.5007,5.951074,149.166,4.212067,0.48098856,0.004471198064042355,587731511538483312,0.5457297,33.507668,-0.9774610999999999,9.375210000000001,9.313271499999999,9.466802000000001,-0.34065777,-0.5741571,-0.07036065,-0.3222589,0.0,-4.419616857248118,1,8.780988,8.761830999999999,8.799081,8.780457,0.031068811,7454,56.92545710969773
7455,67605,0.04160627,1.5414457999999998e-05,75.01724,2.3933383999999998,17.266754000000002,1.8539054,0.63795036,0.0111965434044248,588015508210385104,0.8192886999999999,33.789143,-0.7036219,9.890683000000001,9.803811,9.98651,-0.34444433,-0.6758064,0.03867197,-0.31856722,0.0,-4.9777728668087065,1,8.697332000000001,8.606733,8.7767725,8.691753,0.03842716,7455,34.98634684481817
7456,67609,0.025702462000000002,1.3994202e-05,47.631298,1.6309763000000002,15.883045000000001,2.0585835,0.47695866,0.019413828707509625,588015508747321617,0.6136736999999999,33.88317,-0.29095772,9.180888000000001,9.114322999999999,9.271395,-0.58405155,-0.931923,-0.27447906,-0.60320103,0.0,-4.96119135422971,1,8.732229,8.599358,8.854702,8.727030000000001,0.034267123999999996,7456,52.144387939116825
7462,67675,0.05561916,1.4050192e-05,31.05135,3.3686845,7.7944135999999995,2.8047955,0.60029703,0.04097281966174854,588015508746993828,0.7404495,33.114407,-0.25630784,10.279491,10.181316,10.378378999999999,-1.2810344999999999,-2.1,-0.7345238000000001,-1.4172618000000001,0.0,-5.818772514425974,5,-99.9,-99.9,-99.9,-99.9,0.029158875,7462,42.23027984031476
7463,67686,0.04291785,1.4481900000000001e-05,134.05057,2.866654,32.795147,2.3868499,0.6114590999999999,0.008059765783972545,587731511538155749,0.5572783,32.825207,-0.98074704,10.080821,9.992846,10.179153,-0.17006268,-0.48764040000000003,0.16428582,-0.1616773,0.0,-4.847966015337588,1,8.930669,8.866458999999999,8.979704,8.923081,0.029506586,7463,56.13221775646424
7464,67694,0.041006822000000005,8.455622e-06,113.65341000000001,2.9260054,38.82107,2.2495162,0.46651495,0.009406113535579224,587731511538024593,0.4138959,32.524044,-0.860734,9.511134,9.450198,9.595096,-0.17402823,-0.6241573,0.16077854,-0.2316894,0.0,-5.115684094134394,1,8.758884,8.693657,8.816112,8.754885,0.03320117,7464,65.55019472643914
7466,67702,0.02002774,7.549597e-06,96.44606999999999,14.792376,21.019370000000002,9.330145,0.66166484,0.04445073556046382,588015508209991726,0.8263132,32.784572999999995,-0.6547649,10.501543,10.402658,10.596036,-0.6073770000000001,-1.403846,-0.1387325,-0.7712892,0.0,-5.720161592146523,-1,-99.9,-99.9,-99.9,-99.9,0.031475864,7466,34.27814365018169
7467,67713,0.04032724,9.958895e-06,72.02002,2.2590904,26.586847,2.0868158,0.43278640000000007,0.01355156593770853,587731511538090231,0.9107023,32.60308,-0.8845745,9.299471,9.212451,9.400426,-0.74904305,-1.4345361,-0.33013687,-0.8823365,0.0,-5.311809428358632,1,8.452147,8.251375999999999,8.597483,8.424429,0.0329148,7467,24.397414696671422
7468,67748,0.04046563,1.096577e-05,585.4697,7.308759700000001,156.48029,4.2818832,0.57304484,0.0034911698329955386,587731514222510237,0.3864776,32.810513,1.0876142,10.162519,10.089310000000001,10.257867999999998,0.39713666,0.19377075,0.6591399,0.42645532,0.0,-4.2808228854942785,1,9.108592999999999,9.077574,9.118411,9.097992,0.02956862,7468,67.26449784605063
7469,67757,0.011654671,8.550967000000001e-06,252.49062,3.8213792,83.14911,3.248549,0.48238763,0.0059922526414236095,587731513685573788,0.8746273999999999,32.638165,0.7380999,9.125319500000002,9.052748,9.220773,-0.73960525,-0.9644127,-0.46697238,-0.7156925000000001,0.0,-4.388036962745876,1,8.689517,8.647995,8.7268095,8.687403,0.02877388,7469,28.99909082919239
7471,67782,0.058813747,1.5117307000000001e-05,10.754041,3.6755419000000003,3.7831767,3.0958931,0.45371503,0.13549198681457333,588015510357540993,0.5661893,33.038383,1.0388548,10.773344,10.679005,10.8600235,-1.1493708999999999,-1.9586207999999998,-0.564655,-1.2616379,0.0,-5.861475020589277,-1,-99.9,-99.9,-99.9,-99.9,0.031042742999999998,7471,55.51508075630329
7472,67787,0.04797932,6.7923884e-06,327.66364,4.423897,94.33527,3.0681112,0.54075414,0.004403033497571506,588015510357606475,0.6500056,33.092693,0.8910886999999998,9.760098,9.690228,9.861507000000001,0.03298381,-0.19265115,0.29557538,0.051462114,0.0,-4.3780451471457935,1,8.870644,8.856065,8.895823,8.875944,0.031615455,7472,49.45797590918611
7473,67796,0.04197675,7.458892499999999e-06,169.38034,3.2805687999999993,44.494842999999996,2.6222198,0.58055335,0.007077203623007595,588015509283733705,0.2076767,32.852283,0.18231712,9.542626,9.476846,9.6347685,-0.25906858,-0.89430386,0.09671706,-0.3987934,0.0,-5.148253522080563,1,8.646,8.5797,8.697047999999999,8.638374,0.030266447000000002,7473,78.01376442415398
7474,67800,0.039935045,9.535714e-06,103.60754399999999,2.7727098,32.823153999999995,2.5382217999999996,0.49921104,0.011258637698738036,587731514222706776,0.8190219,33.224154999999996,1.166735,9.3431635,9.281293,9.429780000000001,-0.37521994,-0.6653409,-0.056176245,-0.36075857,0.0,-4.82369710006283,1,8.555923,8.335460000000001,8.649764999999999,8.492613,0.03317567,7474,35.01299828638141
7475,67802,0.039827622,8.41278e-06,86.12035999999999,2.3597276000000003,27.238684000000003,2.148062,0.4999197,0.011467651569469198,587731514222772427,0.7862437,33.407658000000005,1.1686971000000002,9.140931,9.085401,9.208910000000001,-0.20696577,-0.52299255,0.11796401,-0.20251428,0.0,-4.95156711201061,1,8.283677,8.1317625,8.46225,8.297007,0.029833985,7475,38.164147939964266
7477,67856,0.041592088,9.158293e-06,831.1561,11.4416485,153.58116,5.8883624,0.7333447,0.003269087872675441,587731513148965008,0.5325701,33.193934999999996,0.21381822,10.873394000000001,10.776336,10.969306,0.53705513,0.17389955,0.9349626,0.5544311,0.0,-5.03741771389232,3,-99.9,-99.9,-99.9,-99.9,0.032042116,7477,57.820728835443646
7479,67865,0.024807202,1.0635610000000001e-05,46.33527,5.1590896,9.148411999999999,3.7851449999999995,0.704566,0.03673983722033637,588015509820866759,0.6086716,33.476227,0.4482916,10.244203,10.147185,10.33803,-1.0760735000000001,-1.8632651999999998,-0.5171875,-1.1902263000000002,0.0,-5.805178558138162,5,-99.9,-99.9,-99.9,-99.9,0.03559654,7479,52.50648714672659
7480,67874,0.049187113,5.472805200000001e-06,1038.5686,9.730588000000001,262.9928,4.7909837,0.59649134,0.00225286601958514,588015509283995863,0.3515607,33.444390000000006,0.19536889999999998,9.403673,9.3332205,9.507576,0.03918934,-0.04766085,0.17833352,0.06533633,0.0,-3.3688570269721563,1,8.871703,8.863415,8.8799925,8.871704,0.03264331,7480,69.41719575473498
7482,67915,0.025443021,2.1928009999999998e-05,38.342964,1.6951755000000002,10.940522999999999,2.046064,0.5446476,0.023813660047693003,587731512612487206,0.7487423000000001,34.055434999999996,-0.027715363,9.347063,9.26864,9.441227,-0.7550209,-1.2149038,-0.40895529999999997,-0.8119295999999999,0.0,-5.144417991556331,2,-99.9,-99.9,-99.9,-99.9,0.03310764,7482,41.51845082364883
