,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Z,Z err,H alpha flux,H alpha flux error,H beta flux,H beta flux error,BDec,BDec Err,objid,expAB_r,RA,DEC,StarMass,StarMass P16,StarMass P84,SFR,SFR P16,SFR P84,SFR err,SFR FLAG,SFR ENTROPY,GALAXY CLASS,12+LOG OH,12+LOG OH P16,12+LOG OH P84,12+LOG OH err,MDust_MCMC,MH2_MCMC,LCO_MCMC,GasFrac,NUMID,Inclination
11253,11253,11254,92784,0.054560475,8.274772000000001e-06,181.25618,3.186884,40.18512,2.4954937000000004,0.65422755,0.00621430068906341,588007003623850116,0.8010311,125.01227,45.616688,9.832878,9.765674,9.922426,0.099999905,-0.15414642,0.4041402,0.12499689,0.0,-4.617642355729787,1,8.709563000000001,8.664091,8.747411999999999,8.705751,7.851364815831183,9.048379428982734,8.369347587823867,-0.7844986712233303,11254,36.771321735273304
11254,11254,11255,92787,0.037817918,5.7305741999999986e-06,1087.8254,8.506692999999999,277.45102,4.0728917000000004,0.5933729,0.0018423491879219608,588007003623981152,0.6462791999999999,125.27413,45.848335,9.639655,9.568795,9.734919999999999,-0.0014326565,-0.12358490400000001,0.19744924,0.036932167,0.0,-3.733029870268569,1,8.714278,8.703776,8.730202,8.7169895,7.694968305230143,8.877377796769142,8.105238305330278,-0.7622773158302056,11255,49.73834662113996
11257,11257,11258,92792,0.044343747,7.3016409999999985e-06,304.8375,3.3903816,78.28437,2.3614576,0.5903933000000001,0.0035857000807886117,588007004160852118,0.5225846,124.94436999999999,45.942547,9.683047,9.60983,9.773544000000001,-0.22314805,-0.45225390000000004,0.045952525,-0.20315069,0.0,-4.448217513247844,1,8.987096000000003,8.953312,8.996364,8.974838,7.687310793399812,8.86900518655777,8.092306942939759,-0.8140421054098981,11258,58.49421841558225
11258,11258,11259,92793,0.05059138,8.644342000000001e-06,351.41033999999996,4.121648,85.29746,2.580086,0.6148784,0.0034199506262326306,588007003623850082,0.3490917,125.00787,45.536590000000004,9.672338,9.594954,9.768647999999999,-0.22712757,-0.38799566,-0.0064377594,-0.19721670000000002,0.0,-4.038735175467574,1,8.956146,8.940853,8.992714,8.966784,7.7502375292778005,8.937808349132537,8.198572325706483,-0.7345291879922318,11259,69.56823050342445
11259,11259,11260,92794,0.053656064,8.205342e-06,673.0169999999998,6.730498,162.78499,3.5259104,0.6164116999999999,0.002506054781066415,587725469056237748,0.3677329,125.20987,45.873806,9.991941,9.89353,10.096199,0.18384835,0.0645009,0.35226232,0.20838161,0.0,-3.651163041855367,1,9.108284,9.1003065,9.1162615,9.108284,7.75417803287506,8.942116837501526,8.20522671699524,-1.0498246212319733,11260,68.42413287056611
11261,11261,11262,92796,0.047553625,1.0866333500000001e-05,89.9614,2.3958174999999997,23.755487,1.895861,0.57829225,0.009648527692588449,588007003623850183,0.7603418000000001,124.98095,45.543834999999994,9.517617999999999,9.43735,9.611602,-0.43495566,-0.6913283,-0.13612725,-0.41372776,0.0,-4.656285782503352,1,8.668588,8.586314,8.736034,8.661175,7.656211084127426,8.835001224279404,8.03978836774826,-0.6826169668607959,11262,40.50566050736063
11262,11262,11263,92797,0.054132454,7.0529269999999995e-06,615.44525,6.3697014,122.61726999999999,3.2311807,0.7006378000000001,0.00244966704531898,588007003623850091,0.372467,125.08859,45.53436,10.540913,10.4577,10.632052,0.70189303,0.5649496,0.8816129,0.72328126,0.0,-3.73080183149685,1,9.104731,9.0878935,9.141042,9.114467999999999,7.970639190673827,9.178792266845702,8.570768127441406,-1.3621203734509504,11263,68.13215575970625
11265,11265,11266,92813,0.04331744,5.7629945e-06,1543.4482,11.452033,240.53255,4.1869035000000006,0.8073182,0.0012806718616223884,588007003623719065,0.1862441,124.81355,45.298817,10.187952000000001,10.101245,10.275077,0.6806768,0.57550097,0.79735935,0.68643016,0.0,-3.2589365060473745,1,8.95002,8.927997999999997,8.977655,8.9528265,8.244807801246644,9.478564171791076,9.033761034011839,-0.7093878696416076,11266,79.26632521934717
11268,11268,11269,92822,0.043183415999999995,5.2748674000000004e-06,278.4751,3.3177536,71.88545,2.3256897999999997,0.5881454,0.0038651333167573115,588007003623719056,0.5431231,124.73097,45.335353999999995,9.367846499999999,9.297753,9.464201,-0.3852041,-0.61344534,-0.09299992,-0.35322264,0.0,-4.4971447282491255,1,8.596513999999999,8.563142,8.648691,8.605917,7.681533614397049,8.862688504457472,8.082550928592681,-0.5051579749313307,11269,57.10350405865425
11269,11269,11270,92826,0.051462777,9.266935e-06,237.24187,3.5594989999999997,54.53677,2.5234425,0.6385019000000001,0.004856192810905461,588007003623719111,0.6905680000000001,124.88956,45.37125,10.068691000000001,9.995027,10.158896,0.27374735,0.06305043,0.51384616,0.2884483,0.0,-4.27813787940324,1,9.09726,9.084088000000001,9.138615,9.111350999999999,7.810949838161467,9.004190289974213,8.301098170280456,-1.0645009537674035,11270,46.324912178449985
11270,11270,11271,92827,0.0440847,9.164421e-06,276.45926000000003,3.543489,59.57520699999999,2.518004,0.6665656,0.0041334600280358855,587725469056172211,0.6282629,124.89747,45.84294000000001,9.7021055,9.614295,9.794882000000001,-0.19669983,-0.36745808,0.026956595,-0.17025074,0.0,-4.103234877962959,1,9.071099,9.0343,9.089638,9.061969,7.88307358443737,9.083049327731132,8.422894691228867,-0.6190561962537074,11271,51.07792158795622
11271,11271,11272,92829,0.05440296,1.001716e-05,145.7018,2.746944,42.08035,2.3073672999999997,0.53938556,0.007272772362489795,588007004698050765,0.6686489999999999,124.96418,46.897526,9.633796,9.555575,9.729746,-0.2669999,-0.4761904000000001,-0.026576454,-0.25138342,0.0,-4.265535632683863,1,8.929144,8.867844999999997,8.95707,8.912457,7.556220881938933,8.725673415660857,7.870933318138123,-0.9081223269329436,11272,48.037120580793655
11273,11273,11274,92836,0.053971764000000005,7.698214e-06,202.09096,2.9124372000000003,56.57518,2.1118674,0.55292094,0.0048649005265240545,588007004697985208,0.2127865,124.99427,46.811188,9.495137,9.425685000000001,9.586089999999999,-0.45427957,-0.6583033,-0.20826434,-0.43328384,0.0,-4.268067582093591,1,8.849358,8.810576,8.871303999999997,8.84094,7.591006809473036,8.763707834482194,7.929676868915558,-0.7314293708673422,11274,77.71430155819742
11277,11277,11278,92843,0.04461406,1.2603554e-05,62.17134,1.7370088,19.392267,1.9500226999999999,0.50596166,0.01413778412720226,587725469593174412,0.8223433000000001,124.69966000000001,46.30735,9.19275,9.132292999999999,9.275376,-0.41111115,-0.68622214,-0.13923086,-0.4127265000000001,0.0,-4.655668568065827,1,8.390507000000001,8.188393,8.573336,8.380864,7.470321457386018,8.63175225496292,7.725873589515686,-0.5609977354006345,11278,34.67994028465973
11279,11279,11280,92852,0.040591463,7.912107e-06,491.31325999999996,5.2101087999999995,126.50453,3.0114217,0.5892524,0.0029141166232563363,587725470130045191,0.8051187,124.49922,46.570763,10.382263,10.305969000000001,10.474432,0.4222758,0.13314609,0.7442584,0.43870226,0.0,-4.738874755748066,1,9.069872,9.062964,9.076779,9.069872,7.684378699660301,8.865799278616905,8.087355469465258,-1.5164638896528069,11280,36.37827961551868
11280,11280,11281,92857,0.04427809,1.1057332e-05,117.17727,2.1569803,35.80838,2.051946,0.51485866,0.007987893058711927,588007005234790598,0.7838849,124.39721999999999,46.912514,9.36877,9.2933035,9.464577,-0.54215884,-0.7743395000000001,-0.29216570000000003,-0.5332526,0.0,-4.369295379228375,1,8.803258999999997,8.731305,8.851469,8.791388000000001,7.493186764121058,8.656752843260765,7.764486597776412,-0.7120167845930065,11281,38.38233755108877
11281,11281,11282,92858,0.049173832,7.5368766e-06,245.28304,3.072252,58.775980000000004,2.1710608,0.6204675999999999,0.004059036499940789,587725470129979672,0.2319016,124.22237,46.543156,9.718758,9.62759,9.815628,-0.41357312,-0.6294828,-0.13767132,-0.38357705,0.0,-4.3869790471359345,1,8.827782000000003,8.804516,8.867137,8.835827,7.76460174024105,8.953513965010643,8.222829397916794,-0.765243648009478,11282,76.59094721910303
11282,11282,11283,92862,0.044568468,6.2849635e-06,231.66172999999998,3.2726285,70.45281999999997,2.1995367999999997,0.5169559,0.004525945463544755,588007004697657492,0.2403574,124.37423000000001,46.215346999999994,9.170853999999999,9.117339999999999,9.242591000000001,-0.21243373,-0.44273728,0.08749994,-0.17761867,0.0,-4.4572263917968735,1,8.618793,8.582457000000002,8.675086,8.628771,7.498576694130898,8.662646113038063,7.773588658571246,-0.5082074919993836,11283,76.09236464768037
11284,11284,11285,92868,0.04025717,6.622954e-06,114.36113999999999,2.4593742,35.05343,1.8126966,0.51354796,0.007455373414605624,588007004160655560,0.7854207,124.65406000000002,45.681736,9.115395,9.058812,9.207559,-0.35050666,-0.75240964,-0.0059322063,-0.37917092,0.0,-5.09176953927824,1,8.539724,8.338957,8.599911,8.469434,7.489818249344825,8.653069759011267,7.758798133134843,-0.4623248363377235,11285,38.24039537567836
11285,11285,11286,92870,0.04786931,7.985476e-06,198.38644,3.172622,53.71369,2.3293946,0.567427,0.005435031042066741,587725469055975539,0.2022227,124.53271000000001,45.453666999999996,9.81483,9.741442,9.905008,-0.08298492,-0.3854592,0.24371257,-0.07087332,0.0,-4.82577753202916,1,8.888715,8.864075,8.942518,8.903296000000003,7.628287337422371,8.8044698125124,7.992633091211318,-1.0103600273038351,11286,78.33303334180306
11286,11286,11287,92873,0.049296558,6.361458e-06,525.9073,5.209539,130.67921,3.0364193999999998,0.60470265,0.0027258337120770904,588007004160655577,0.4600793,124.50273,45.793198,9.625625,9.527999999999999,9.739922,-0.22377405,-0.34916020000000003,-0.023122422000000004,-0.18614131,0.0,-3.78606856181943,1,8.997583,8.985607,9.05221,9.0189085,7.724085814356804,8.909214450716972,8.154409507513046,-0.716410217761919,11287,62.60777529535847
11288,11288,11289,92877,0.04122947,5.256915e-06,464.01099999999997,4.850512999999999,89.40701999999996,2.7178687999999998,0.7151566,0.002690011882060059,587725470666784940,0.8659749,123.68391000000001,46.589573,9.778594,9.680766,9.885367,-0.2623076,-0.37960202,-0.13779911,-0.25870055,0.0,-3.3685133883261886,1,8.901833,8.862414999999997,8.914216,8.888314999999997,8.007952499985695,9.219590087532996,8.633779708147049,-0.5590039128279534,11289,30.005786801248522
11289,11289,11290,92880,0.049304757000000005,9.755379e-06,1122.1653,8.445973,303.79607999999996,4.269054,0.56747466,0.0018742460532401805,588007005234462842,0.2237898,123.68642,46.414967,10.297229,10.197225,10.421008,0.4390469,0.27293074,0.7003427,0.48663673,0.0,-4.159861242344844,1,9.050199000000001,9.043263,9.057134,9.050199000000001,7.628409884572028,8.804603803753851,7.992840038537978,-1.4926250145514428,11290,77.06827574039998
11292,11292,11293,92884,0.048916046,7.8846315e-06,140.22717,2.3249125,44.031967,2.053491,0.5030641,0.0067497641662288286,588007005234462981,0.264304,123.78221,46.351259999999996,9.479237,9.402008,9.571797,-0.4297843,-0.69090897,-0.1384394,-0.4146742,0.0,-4.607066406517316,1,8.821636999999997,8.759277,8.855815,8.807547,7.462874726653099,8.623610109686851,7.713298176527022,-0.8556265093484954,11293,74.67439952491655
11296,11296,11297,92893,0.054402400000000004,8.663330000000001e-06,128.72278,2.4647354999999997,36.453323,1.9874011999999999,0.5479183000000001,0.007106760300371503,588007004697526440,0.498439,124.10587,45.878966999999996,9.902866,9.815338,10.004341,-0.33131853,-0.5749062,-0.031005446000000002,-0.3029558,0.0,-4.551087649966019,1,8.988858,8.947576,9.016312,8.981943,7.578150081634521,8.749650478363037,7.907965507507324,-1.1532158971185829,11297,60.1032213029447
11297,11297,11298,92894,0.022622153,8.935167e-06,383.50885,4.4631987,102.979225,3.1546792999999997,0.5710258,0.00382153764637301,587725469592781089,0.6156876,124.1206,45.637768,9.735881,9.651088,9.825567,-0.32678115,-0.54868394,-0.053274862,-0.3009794,0.0,-4.4031432486927695,1,8.9893265,8.950261,9.006824499999997,8.978542,7.637536277174949,8.814582466483117,8.008251923322678,-0.9212983776218564,11298,51.998100466319606
11299,11299,11300,92902,0.04174544,5.455274e-06,2521.5789,19.251049,584.8523,7.4562050000000015,0.6346263000000001,0.0014968446382216279,588007004697591851,0.9075007,124.14192,46.069294,10.478896,10.408942999999999,10.566872,0.7471774,0.5678206,0.9672415000000001,0.76753104,0.0,-4.054620700432071,1,9.089439,9.082258,9.096621,9.089439,7.800989665389061,8.993299984335899,8.284278267621994,-1.4855961678137577,11300,24.8377800861414
11302,11302,11303,92907,0.053696025,7.760596e-06,261.41757,3.447404,84.27886,2.9209907000000004,0.49161613,0.005192059325901907,588007005771399321,0.2674798,123.44058999999999,46.698994,9.631793,9.568304,9.720377000000001,-0.17917639999999999,-0.38173917,0.07586958,-0.15293479,0.0,-4.260047409244246,1,8.866114,8.827086,8.881905,8.854496000000003,7.43345345377922,8.591441324949265,7.663614003658295,-1.0403516874244918,11303,74.48564485746266
11304,11304,11305,92909,0.053944282,6.628576000000001e-06,226.14876,2.9070424999999998,68.99449,2.2687166000000003,0.51557976,0.004677903464327094,588007005234397380,0.7201489999999999,123.53273,46.269870000000004,9.202664,9.150844000000001,9.274756,-0.17807686,-0.41177538,0.119444385,-0.14616549,0.0,-4.500637150216635,1,8.564534,8.364028,8.623189,8.493608,7.495039983391763,8.65877912580967,7.767616158723831,-0.5438852360941038,11305,43.93321647674787
11311,11311,11312,92928,0.043486223,1.0461911e-05,972.4577,9.113222,212.74875,4.806036,0.6600037,0.002323708053257587,587725469592780874,0.6819066,123.96076000000001,45.654083,10.585519,10.484999,10.683647,0.5774359,0.43733358,0.8193821,0.6283578000000001,0.0,-3.9528111786088007,1,9.231935,9.223673,9.260957000000001,9.242315,7.866209564805031,9.064610458016396,8.394416152238849,-1.520908389876651,11312,47.00718825485965
11313,11313,11314,92930,0.038099486,4.91128e-06,517.52484,4.932157,154.48207,3.4662275,0.5250531,0.0031602836038135155,588007004697460924,0.5866843,123.93035,45.910946,9.08838,9.01326,9.193821,-0.4803669,-0.63211465,-0.24347827,-0.43779647,0.0,-4.042195708005553,1,8.744069,8.727317999999999,8.756814,8.742065,7.519386425614357,8.68539916574955,7.8087303841114055,-0.4029807004128856,11314,54.077932585317896
11314,11314,11315,92937,0.030491152999999997,5.705347000000001e-06,205.75327,2.812631,71.48966999999998,2.6062875,0.45910347,0.005875243624816879,587725471203655917,0.6809401999999999,123.15777,46.815857,9.0015955,8.949855,9.090661,-0.4571119000000001,-1.335849,-0.082804106,-0.70932657,0.0,-5.2757425490724685,1,8.309066,8.199914,8.458102,8.329008,7.349895905256273,8.500080736875534,7.522509038448334,-0.5015147548611637,11315,47.082842654151406
11315,11315,11316,92938,0.05374826,1.9580592999999998e-05,53.969795,2.1878040000000003,23.703705,2.2082132999999997,0.35733455,0.019378914105219844,588007005771333817,0.3990185,123.12803000000001,46.64412,10.382092,10.28984,10.473572,-0.66136366,-1.2820225,-0.23943663,-0.76072955,0.0,-5.262427988745324,1,8.920842,8.833178,8.995393,8.914286,7.0883498042821875,8.214110097289085,7.080831965208054,-2.167982370028889,11316,66.48316549780444
11316,11316,11317,92939,0.031486925,1.3955763e-05,52.95735500000001,1.7190383999999999,14.06313,1.9279855,0.5758443,0.016248253083822727,587725773460144486,0.620306,122.7388,46.81886,9.024169,8.956503,9.116734,-0.7360937,-1.0497206000000001,-0.42348066,-0.73660064,0.0,-4.860288308211156,1,8.484871,8.286139,8.634411,8.460275,7.649919819831848,8.828122448921203,8.029164209365845,-0.19604651003773746,11317,51.66151634075294
11319,11319,11320,92945,0.04127417,6.4564906e-06,158.64096,3.119125,51.54786,2.4157522,0.48820472,0.007171795301243774,587725469592715468,0.6117558000000001,123.71642,45.508617,9.021613,8.965882,9.102071,-0.40958008,-0.64212227,-0.12666671,-0.38439450000000003,0.0,-4.51684647067894,1,8.616438,8.568686,8.682491,8.625588,7.424686124324799,8.581855256557464,7.6488084745407106,-0.439757852662124,11320,52.283432701037704
11324,11324,11325,92952,0.045619737,7.748759e-06,151.0019,3.2775218,48.2129,2.2910035,0.4958192,0.007243966128466416,587725470129651967,0.2128732,123.55038,45.919525,9.370005,9.295625999999999,9.464311,-0.3632478,-0.60107136,-0.053532373,-0.32730186,0.0,-4.574786319274544,1,8.750521,8.7035,8.813386999999997,8.758444,7.444255372285843,8.603251982927322,7.681855375766754,-0.7667526738974946,11325,77.70921753547472
11325,11325,11326,92953,0.045773935,6.6165094e-06,295.20065,3.6965312999999993,84.56404,2.6649845,0.5429316,0.004218850320706833,587725470129651985,0.5880329000000001,123.57883999999999,45.925385,9.447682,9.393303999999999,9.526762,-0.09012592,-0.30640543,0.15610337,-0.075151026,0.0,-4.2890739322225135,1,8.826015,8.804953,8.838773,8.821863,7.565334253907204,8.735637841820719,7.886323214769362,-0.7120445601239691,11326,53.98245927222181
11326,11326,11327,92955,0.054020133,8.913635000000001e-06,203.02937,3.0125659,41.460163,2.0505364,0.6899279,0.004579391738099844,588007005771726876,0.821592,123.9955,47.28106,9.750256,9.668700999999999,9.851185000000001,0.0913755,-0.11903224,0.3327731,0.10687043,0.0,-4.317102344899569,1,8.866199,8.831959,8.887879,8.859919,7.943114641308784,9.148697331547735,8.524286981821058,-0.601558268925737,11327,34.75552194994535
11328,11328,11329,92961,0.055788007,5.9984385999999994e-06,475.2958,4.6673717,138.97444,2.9139645,0.53402907,0.0029401334006966978,587725471203721493,0.1621312,123.28978000000001,47.032753,9.871186,9.804584,9.966211,0.20022202,0.0053805956,0.44525716,0.22531888,0.0,-4.222950352453167,1,8.727464,8.703955,8.744978999999999,8.724466,7.542454701066017,8.710621677041054,7.847686148881912,-1.1605645886162412,11329,80.66937960819529
11331,11331,11332,92972,0.039593887,1.13097285e-05,250.83202000000003,3.5025835,65.45071,2.5052276,0.5834686,0.0046172211273279576,587725550659633284,0.7069849,123.20822,47.442677,10.154694000000001,10.082769,10.244528,0.32128470000000003,0.0730291,0.58466977,0.32884943,0.0,-4.450445413774097,1,9.087928,9.06476,9.103519,9.08414,7.669514343142509,8.849546810984611,8.062253793478014,-1.3051468111261793,11332,45.00987499494472
11332,11332,11333,92976,0.039016955,4.001265e-06,1246.988,10.492231,234.06865,4.779292,0.72651905,0.0018002954270416155,588007005234856197,0.5242667000000001,124.48451000000001,47.12205,10.783318,10.687814,10.884627,0.484392,0.3546788,0.65614414,0.5054115,0.0,-3.708063431870042,1,9.017097999999999,9.00532,9.052311999999999,9.028816,8.037153953909874,9.251518525481224,8.68309266924858,-1.5317990358016649,11333,58.38110903353526
11337,11337,11338,92989,0.04880726,6.4621404e-06,512.83514,4.744463400000001,85.89746,2.4626777,0.77599746,0.002191410025210953,588007005234856036,0.3112558,124.39686999999999,47.121143,9.467997,9.400535000000001,9.575859,0.11968083,-0.040558536,0.36476678,0.16210411,0.0,-4.094373832499823,1,8.834769,8.807652000000003,8.867797,8.837725,8.164313471913339,9.390552862286569,8.897828975915907,-0.07744373330616676,11338,71.86507287018468
11338,11338,11339,92990,0.055127144,1.1111183000000001e-05,154.37825,3.1823189999999997,32.496002000000004,2.2734702,0.67675614,0.006667535410476952,587725470667112665,0.9679734,124.1646,47.199954999999996,10.14143,10.047203999999999,10.243039,-0.20783566,-0.45319129999999996,0.04783565,-0.20267783,0.0,-4.4082062773167685,1,9.044804,8.995625500000003,9.083997,9.039811,7.909263288974763,9.11168476343155,8.467121663093566,-1.0297451457316755,11339,14.539818848147233
11339,11339,11340,92991,0.038792875,1.0215845000000001e-05,129.23045,2.6285262,33.361576,2.3899107,0.5881183000000001,0.008349046934717625,588007005234921686,0.4302467,124.51185,47.148567,9.3006525,9.226431,9.393431,-0.63408583,-0.84869933,-0.39267686,-0.6206881,0.0,-4.302933828970287,1,8.567491,8.380161,8.653172,8.516666,7.681464068889617,8.862612464427947,8.082433485984803,-0.4380400521895045,11340,64.51678263932406
11342,11342,11343,92997,0.040147536,8.717742e-06,119.64168000000001,2.7578044,36.838894,2.0134220000000003,0.5115759,0.00793205102859595,587725773460734228,0.6322984,124.02686000000001,47.81608,9.270831,9.20377,9.364208999999999,-0.46740824,-0.7398734,-0.15728652,-0.44857997,0.0,-4.715083236068375,1,8.73352,8.690157000000001,8.781169,8.735662,7.4847500056028355,8.64752821624279,7.750239309072494,-0.6233028910809469,11343,50.78010138015603
11343,11343,11344,93002,0.050219364,7.787377e-06,412.37897000000004,4.4176397000000005,89.12973000000002,2.5881743,0.6652739000000001,0.002905285895414023,588007005771858130,0.6397686,124.34635,47.513073,9.904275,9.8077135,9.995918,-0.10988058,-0.23349911,0.041328053999999996,-0.09608552599999999,0.0,-3.5893239718782604,1,8.990687,8.98298,8.998394000000003,8.990686,7.879753935337066,9.079419672489166,8.417288746833801,-0.8248552585222271,11344,50.22543325167201
11344,11344,11345,93005,0.052403864,9.038937e-06,363.4671,6.3224926,76.26029,3.9829449999999995,0.6781666999999999,0.005016099468255235,588007005771858136,0.3873149,124.17227,47.613163,10.889218,10.79739,10.987323,0.39330262,0.15948918,0.6540108,0.40674996,0.0,-4.4331285772779525,1,9.080694,9.043099,9.1224985,9.082799000000001,7.912888386845589,9.115648391842843,8.473243423700332,-1.7735699267260907,11345,67.21247252448462
11345,11345,11346,93006,0.052577443,8.385057000000001e-06,216.47319,3.0228992000000003,43.778553,2.0445656999999997,0.69414276,0.004281301704589171,588007005771792512,0.6328437,124.0241,47.387768,10.206721,10.118113000000001,10.30185,0.037575292999999996,-0.16027878,0.2654507,0.052585952000000005,0.0,-4.213864590333246,1,9.056954,9.027283,9.094707000000001,9.060995,7.953946890234947,9.160541152358057,8.542579573392867,-1.0461801541226718,11346,50.73976142364588
11351,11351,11352,93014,0.048577804,6.133801e-06,343.1957,3.5568962,88.92142,2.2861197,0.58653545,0.00311917220707173,588007005235052708,0.5022598,124.94328,47.315907,9.267242,9.200332000000001,9.358494,-0.3727605,-0.53193456,-0.14800012,-0.33996734,0.0,-4.0304220894237135,1,8.628293,8.604662,8.662452,8.633556,7.6773961162567135,8.858164625167849,8.075563869476321,-0.4090778015610719,11352,59.850379876466235
11352,11352,11353,93015,0.054515947,1.003772e-05,133.1726,2.3590765,34.610465999999995,1.7943451000000001,0.58520746,0.006183770853951768,587725470130372793,0.8333480999999999,124.88753,47.225227000000004,9.757366000000001,9.686935,9.845903999999999,-0.03567231,-0.309392,0.25818179999999996,-0.025605097,0.0,-4.701097381441484,1,8.960557000000003,8.938044,9.004708,8.971376,7.673983178138733,8.854432969093322,8.069800386428831,-0.9029332035093124,11353,33.555779137080464
11354,11354,11355,93034,0.05438631,8.6746495e-06,235.54282,3.7811778,39.85955,2.501058,0.7715375,0.0047599832408764895,587725470667243782,0.2143865,124.5959,47.465953999999996,10.252814,10.152488,10.357501,0.17592612,-0.028816037000000006,0.36245784,0.1668209,0.0,-4.092174005778913,1,8.960061,8.913312,8.97898,8.946146,8.152851330637931,9.378020326495172,8.878472675085069,-0.874793976306572,11355,77.62046289288052
11363,11363,11364,93078,0.049967445,9.60348e-06,188.26662,2.972155,53.044709999999995,2.0515567999999997,0.55013126,0.0051116165784588115,587725469593633007,0.7892216999999999,125.68641000000001,47.2232,9.709586,9.635078,9.803131,-0.12962557,-0.33805957,0.12961373,-0.10422292,0.0,-4.282028677004238,1,8.991597,8.96149,9.011589,8.98654,7.583837341666221,8.755868844389916,7.917569674253464,-0.9537172981335452,11364,37.8871624726255
11364,11364,11365,93081,0.044036333,2.0907311e-05,34.0786,1.3150803,11.355444,1.3793926,0.47727764,0.018444554149039685,588007004698313060,0.2274314,125.7324,47.336193,9.409436999999999,9.3256035,9.507344999999999,-0.6131671999999999,-1.0545454,-0.26393935,-0.6592424,0.0,-5.120643634071172,1,8.701638,8.50804,8.835215,8.671627,7.396603525876999,8.551150158643722,7.601384942531586,-0.8582870248842007,11365,76.85410545654071
11368,11368,11369,93172,0.047566055999999995,5.903071700000001e-06,640.00195,5.7488613,169.7869,2.9900748999999998,0.57627714,0.0022777097640361245,588007003624702137,0.506156,126.84851,47.074203000000004,9.318105000000001,9.2570915,9.403485,-0.18604229999999997,-0.33391023,0.032236937,-0.15083665,0.0,-3.9697977238123903,1,8.810478999999997,8.785889,8.834589,8.810239,7.651032241582872,8.829338754415511,8.031042773723602,-0.4887659768605753,11369,59.591879675158765
11369,11369,11370,93180,0.053055505999999995,1.378183e-05,82.32121,2.3707828999999996,23.0148,1.8566947,0.5535045999999999,0.010400616712983505,588007004698509539,0.3870784,126.07005,47.804653,9.895143,9.808222,9.993307000000001,-0.3066324,-0.63691866,0.037963066000000004,-0.29947779999999996,0.0,-4.896504609068048,1,8.950169,8.876955,8.995019000000003,8.935986999999997,7.592506786584853,8.765347887277603,7.932209904193878,-1.1297946822070055,11370,67.2271693723382
11370,11370,11371,93182,0.05404289,7.691372e-06,237.4191,3.0114353,56.031906000000006,1.9568533,0.62708026,0.003808310962570743,587725470130831524,0.7385187,125.98917,47.929109999999994,9.65552,9.563373,9.755987,-0.31268495,-0.48756215,-0.08183949,-0.2847008,0.0,-4.129391148113923,1,8.909824,8.890871,8.964864,8.927868,7.781596272587776,8.97209553539753,8.251528335809706,-0.6834249227854828,11371,42.39461604822944
11373,11373,11374,93190,0.037841722,5.396385e-06,1607.245,11.951953,488.65454000000005,5.5213184,0.5170800999999999,0.0017860346108128156,588007004161638490,0.5827471,126.58808,47.470096999999996,9.131843,9.073625,9.199758000000001,0.030468866,-0.13611695,0.31631950000000003,0.09010127,0.0,-4.10406240612679,1,8.588739,8.576328,8.598296000000001,8.587313,7.498895929455759,8.662995160222053,7.774127756357192,-0.468847447390037,11374,54.35600810833982
11375,11375,11376,93221,0.050643757000000005,1.2810944e-05,85.97559,2.313591,21.001724,1.8887734,0.6121203000000001,0.009958840685187443,587725471205818618,0.3793217,127.67455,50.77613,9.615855999999999,9.550773,9.706135,-0.11384611,-0.44969305,0.20590083,-0.12189611,0.0,-4.946909721986832,1,8.815159,8.728566,8.872782,8.800674,7.743149095773697,8.930057960748671,8.186601974964141,-0.6857982243640051,11376,67.7083264732556
11376,11376,11377,93249,0.05186616,8.856539e-06,487.27185,5.686163400000001,94.06624599999999,3.0927412999999997,0.7143375,0.002924963847893103,587725979614773420,0.4373727,127.30465,50.683025,10.26293,10.167856,10.356473,0.42732504,0.30285484,0.56763893,0.43524688,0.0,-3.5275263894141946,1,9.092655,9.05321,9.130873,9.092041,8.005847446322441,9.217288452982904,8.630224870443344,-1.0456414586467089,11377,64.06363116208213
11377,11377,11378,93372,0.0368399,1.2125344e-05,126.38708999999999,2.5441979999999997,39.497986,2.2719014,0.5051278,0.008271047284572173,587725981224992901,0.5361214,124.79153000000001,50.86748,9.740239,9.665035000000001,9.831180999999999,-0.30413765,-0.69021726,0.003235268,-0.343491,0.0,-4.960745753865239,1,8.99047,8.946591999999997,9.018597,8.982594500000003,7.468178414106369,8.629409083127975,7.722254598140718,-1.1108300583879056,11378,57.580005998349485
11378,11378,11379,93385,0.053262513,7.923175e-06,458.74387,5.4796095000000005,113.28726,3.0540504,0.60738915,0.003162381484125791,587725981224992780,0.7296166000000001,124.81371000000001,50.740829999999995,9.698642999999999,9.610586,9.797017,-0.3239009,-0.42576729999999996,-0.19292022,-0.30934376,0.0,-3.3467516805889557,1,8.918873,8.90558,8.933544,8.919561,7.730990120768548,8.916763517260552,8.166068919897079,-0.7818792295765223,11379,43.14573809517344
11380,11380,11381,93418,0.05293921,9.775842e-06,146.11526,2.8355412,43.82480200000001,2.298273,0.5229756,0.007283805494099244,587725981761732816,0.6607029000000001,124.14777,50.7604,9.814222000000001,9.719957,9.93452,-0.15297936,-0.39358115,0.13756907,-0.12800604,0.0,-4.55318875669663,1,8.892439999999997,8.862013000000003,8.951068,8.90654,7.514047352671622,8.679561502337457,7.799714206457138,-1.1346608215162275,11381,48.646498006503954
