,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Z,Z err,H alpha flux,H alpha flux error,H beta flux,H beta flux error,BDec,BDec Err,objid,expAB_r,RA,DEC,StarMass,StarMass P16,StarMass P84,SFR,SFR P16,SFR P84,SFR err,SFR FLAG,SFR ENTROPY,GALAXY CLASS,12+LOG OH,12+LOG OH P16,12+LOG OH P84,12+LOG OH err,MDust_MCMC,MH2_MCMC,LCO_MCMC,GasFrac,NUMID,Inclination
11383,11383,11384,93461,0.052779942999999996,1.3904151999999993e-05,102.50455,2.6365087000000003,34.591713,2.2798958,0.47177109999999994,0.010369029138839228,587725981762125981,0.9345953,125.02793999999999,51.46925,9.731041000000001,9.64671,9.828706,-0.42881766,-1.0388349000000001,0.07983868,-0.47949812,0.0,-5.423987349697891,1,8.834821,8.781169,8.876738000000003,8.828953,7.3824517044424995,8.535676766335964,7.57748653590679,-1.1953641826720085,11384,20.837139074253443
11384,11384,11385,93466,0.04251203,7.986898e-06,141.29155,2.7728450000000002,42.387454999999996,2.3723857,0.5228789,0.007727398315321658,587725552808886408,0.6880885,124.68171000000001,51.78265800000001,9.064411999999999,9.015038,9.124680499999998,-0.2799718,-0.5626286,0.018285746000000002,-0.27217144,0.0,-4.730943644748139,1,8.474210000000001,8.314394,8.566114,8.440254,7.513798735141754,8.679289667606353,7.799294362068176,-0.3851224577016189,11385,46.52101309727735
11385,11385,11386,93519,0.033978235,7.1289314e-06,2862.018,23.305195,743.686,7.951905,0.5852828,0.0015167223183975235,587725552809279538,0.4134973,125.76292,52.392905999999996,9.4581175,9.297293,9.633441,0.37161170000000004,0.23338993,0.6902441,0.46181700000000003,0.0,-4.062872670208014,1,8.648389,8.614261,8.658702,8.636481,7.674176802635193,8.854644675254821,8.070127363204957,-0.6034728229981816,11386,65.57528010268899
11386,11386,11387,93521,0.030892896,8.700636e-06,797.26996,8.667834,180.13881,4.2727065,0.6459981,0.002560306752913734,587725552272146587,0.2042852,125.66322,51.61893,9.950679,9.864735000000001,10.044531,0.029503789,-0.12265445,0.22545466,0.051400102999999996,0.0,-3.8733116115181856,1,9.070423,9.063312,9.077535000000001,9.070423,7.83021516919136,9.025254718065264,8.333631842136384,-0.9254240921078826,11387,78.21234145611497
11387,11387,11388,93524,0.053061515,4.880861e-06,224.40207999999998,3.2212899,75.04035999999998,2.3534813,0.475732,0.005009221542361254,587725981762519368,0.2399976,125.64215,52.23455,9.340869,9.288955,9.414703999999999,0.06734384,-0.33144313,0.38714287,0.027849868,0.0,-4.989941595276624,1,8.5767355,8.454367,8.615734,8.53505,7.392631236612798,8.546806916296482,7.594676874279977,-0.7940620360801978,11388,76.1136012872157
11388,11388,11389,93540,0.038011834,1.2469319e-05,102.01239,2.2536967,27.266018,1.9393258000000002,0.5730312,0.008645340092682148,587725552272277703,0.6388199000000001,125.97901999999999,51.960262,9.837724,9.760378999999999,9.932742,-0.14986676,-0.4217573000000001,0.14397910000000005,-0.13888910000000002,0.0,-4.615278648943222,1,8.855153,8.803071000000003,8.925923,8.864497,7.642690150737763,8.82021763563156,8.016955351829528,-1.017506103646384,11389,50.29612140352491
11393,11393,11394,93604,0.04317537,1.0272939999999999e-05,224.6318,3.7027930000000002,45.66543,2.3670373,0.6918837,0.004802169394053093,587725981762650268,0.3781039000000001,125.96528,52.46076,10.179372,10.093053999999999,10.270414,0.0024547898,-0.2320689,0.2898257,0.028878406000000002,0.0,-4.510427471626397,1,8.992213000000003,8.951812,9.016307000000001,8.984059,7.9481410658359515,9.154193149805067,8.532775185108186,-1.0251786875977555,11394,67.78371678554423
11395,11395,11396,93635,0.04113282,8.115239e-06,435.87177,6.0378656,105.34088999999999,3.4940596,0.61676174,0.0037728240900723868,587725551735668859,0.8289851999999999,127.02955,52.196995,9.951913000000001,9.883557000000001,10.0448,0.15238774,-0.09761019,0.4382655,0.17032766,0.0,-4.537457796608579,1,8.986286999999997,8.949024,9.007579,8.978302000000003,7.7550776821374905,8.943100500702858,8.206745969057081,-1.0088123942855995,11396,34.00536580140995
11396,11396,11397,93642,0.043408975,5.7917027000000026e-06,392.1923,4.5781727,115.5388,2.662011,0.5307712,0.003304536119808057,587725980688777369,0.6950054,126.78097,51.686363,9.220535,9.146737,9.332467999999999,-0.33544004,-0.5229507000000001,-0.093955964,-0.30845332,0.0,-4.201279447928757,1,8.836917999999997,8.7742,8.852928,8.813564,7.534081973433494,8.701467060446737,7.833546990156174,-0.5190682217931952,11397,45.97235247853425
11398,11398,11399,93659,0.0434365,5.771601e-06,448.29477,5.0041294,129.90514,3.0292456000000003,0.53793734,0.0032535460738947353,587725550661599418,0.5749970999999999,127.33967,51.037785,9.173136999999999,9.106178,9.277602,-0.23145485,-0.40178579999999997,0.050000153,-0.17589281,0.0,-4.213538886104115,1,8.749819,8.735371,8.764823,8.750097,7.552498971819878,8.721603934168815,7.864648069143295,-0.4515327857035116,11399,54.900570893112736
11400,11400,11401,93671,0.04086782,6.2410385999999995e-06,926.816,10.079597,248.99887,6.083037,0.57079613,0.003120122865783045,587725551198797870,0.3241158,127.55236000000001,51.880486,9.646696,9.576137,9.747717999999999,-0.09084633,-0.25362316,0.14115047,-0.05623634,0.0,-4.035761694213335,1,8.951483999999997,8.922583,8.976614,8.949598,7.6369460594654095,8.813937131166456,8.00725521326065,-0.8327589385834733,11401,71.08798538842825
11401,11401,11402,93674,0.017422777,1.0555213e-05,122.91856399999999,2.6099432,33.948696000000005,2.165819,0.5587944,0.008064945258540594,587725551198798021,0.4941809,127.48446000000001,51.973385,9.148199,9.088327,9.225867,-0.5384391,-0.8341462,-0.2542735,-0.54420984,0.0,-4.7231996263993565,1,8.269477,8.113031,8.442899,8.277966000000001,7.606101554632188,8.780212205648423,7.955167605876922,-0.36798688109691385,11402,60.384247549710615
11402,11402,11403,93675,0.030736832000000002,6.8844065e-06,206.47421,3.2411797000000004,66.61813000000001,2.5326195,0.49127337,0.005763333812442482,587725550661861550,0.6130201,127.85278999999998,51.614243,9.058053999999998,9.001703,9.145197999999999,-0.44339392,-0.66281253,-0.17357954,-0.41819602,0.0,-4.391466632290535,1,8.698592999999999,8.648264999999999,8.736904,8.692585000000001,7.432572569549084,8.590478179156781,7.662126440405848,-0.4675758084361905,11403,52.19180231988356
11403,11403,11404,93680,0.041180800000000004,8.979499e-06,584.85974,7.9746227,145.08597,4.6392207,0.6054263000000001,0.0037450362438440007,587725550661927151,0.2619239,127.88633,51.65279,9.954481,9.880001,10.047979,0.16959763,-0.019154822,0.41926620000000003,0.20005569,0.0,-4.2034832361377585,1,9.006963,8.988961,9.016109,9.002535,7.7259456205368044,8.911247935295105,8.157550191879272,-1.0432331983672765,11404,74.8157497610012
11404,11404,11405,93682,0.040873982,6.772284e-06,397.03503,5.339965,94.2132,3.3717922999999996,0.62471706,0.003940057055777644,587725550661796094,0.5197755999999999,127.71953,51.529175,9.703750999999999,9.623225,9.807546,-0.06029031,-0.26203119999999996,0.2301076,-0.015961796,0.0,-4.383682139675743,1,8.805106,8.786373,8.81831,8.802341,7.7755228358507145,8.965454929471015,8.241272026300429,-0.7382956628543331,11405,58.68279960625247
11407,11407,11408,93709,0.042794812,1.29613345e-05,83.18528,1.8827633000000001,16.443320999999994,1.6139525,0.7040569000000001,0.008647260799461735,587725469057810660,0.8077643,128.57088000000002,48.749477,9.747954,9.656433999999999,9.846751,-0.44132933,-0.73926824,-0.1333334,-0.4363008,0.0,-4.740226279887762,1,8.837111,8.762846000000001,8.904109,8.833477,7.979426280856132,9.188399941325187,8.585607026815415,-0.5595544270016375,11408,36.121930913410196
11408,11408,11409,93720,0.039524667,4.9560376e-06,1143.4489,9.166208000000001,192.61778,4.1001897000000005,0.77352035,0.0016640637827197795,588007003625029637,0.2217718,127.55901000000001,47.5817,10.753305000000001,10.658811,10.8523,0.75759494,0.65006614,0.8763158000000001,0.763191,0.0,-3.2961499689517995,1,9.153582,9.144343,9.188619000000001,9.166481,8.15794730067253,9.383592184782026,8.887078320980072,-1.3697132428137326,11409,77.18687932586973
11410,11410,11411,93733,0.043565314,6.3974826e-06,187.14406,2.2643482999999995,61.969913,1.9113183,0.47999513,0.0047645822990652715,587725469594550464,0.7749560999999999,127.88261000000001,48.70224,9.098167,9.052824000000001,9.159251,-0.10948789,-0.38571432,0.1809758,-0.102369264,0.0,-4.692314707637548,1,8.619384,8.586827,8.676272,8.63155,7.4035874879360195,8.558786319494248,7.613178870677947,-0.5393810892529397,11411,39.198947381497206
11411,11411,11412,93735,0.04456387,5.219215e-06,267.097,2.815239,81.30509,2.1372795,0.51655126,0.0037441201120771385,588007004162228399,0.5646495,127.91888,48.422768,9.245882,9.189921,9.32654,-0.1462436,-0.34022543,0.13879783,-0.1007138,0.0,-4.339811419459093,1,8.586462,8.56449,8.610947999999999,8.587719,7.49753672838211,8.661509029865265,7.771832451820374,-0.5843729943779472,11412,55.62204449546042
11413,11413,11414,93739,0.05388061,1.0338274e-05,131.91791,2.3478942000000003,27.243746,1.6439134999999998,0.68503696,0.0056425388926814425,587725469594615968,0.3309724,127.91921,48.799355,10.209607,10.126377,10.302427999999999,0.13544121,-0.14396559,0.44631362,0.15117401,0.0,-4.697247907944148,1,8.968896,8.936497,8.9955845,8.966041,7.930544980168342,9.134953849911687,8.503060394525527,-1.0746532690448911,11414,70.67219316669542
11414,11414,11415,93740,0.043357692999999996,1.0162668e-05,66.666885,1.5480314,18.864283,1.5675632,0.54826987,0.010602926401819365,587725469594615995,0.7727909000000001,127.87794,48.88633,9.3067465,9.230428999999999,9.400327,-0.4957377000000001,-0.8222540999999999,-0.1555001,-0.48887712,0.0,-4.909317632163035,1,8.680761,8.568118,8.754688,8.661404,7.5790535604953755,8.750638328790663,7.9094912266731265,-0.5561081627036624,11415,39.39482497345604
11415,11415,11416,93743,0.042972795999999994,7.5401999999999986e-06,108.530594,1.8432176,35.050934000000005,1.5989962,0.4908526,0.006827544393519514,588007004162359336,0.3443317,127.98477,48.73884,9.403544,9.345032000000002,9.482078999999999,-0.18087064,-0.44516113,0.10481272,-0.17017421,0.0,-4.59021810143412,1,8.7215805,8.676605,8.79725,8.736927,7.4314911675453175,8.589295790195465,7.66030025959015,-0.8142486536016026,11416,69.85899440344247
11418,11418,11419,93758,0.052959427,6.9054718e-06,561.71857,4.95578,153.11385,2.9620599999999997,0.5645043000000001,0.002517038012867398,588007003624898748,0.6126289,127.30343,47.33463,9.507301,9.431596,9.620335,-0.10235499,-0.2600244,0.119683206,-0.070170596,0.0,-4.001433280593681,1,8.950956,8.943349000000003,8.958565,8.950956,7.620776116251945,8.796257154345511,7.979948772192001,-0.7110441583608518,11419,52.22016674599132
11420,11420,11421,93762,0.053032942,1.2486558e-05,56.243790000000004,1.8739051,19.130753,1.6211786,0.4683425,0.013450930119299587,587725469594419404,0.3836449,127.45911000000001,48.48375,9.385778,9.3204565,9.474344,-0.3025785,-0.5743419,0.0014123977,-0.28646475,0.0,-4.68606347018144,1,8.563267,8.415579,8.66836,8.541969,7.373640258014202,8.52604246109724,7.56260650575161,-0.8597359691665651,11421,67.4403602698832
11421,11421,11422,93763,0.05483358,5.695356e-06,545.5309,4.791777,128.62563,2.6622798,0.62749183,0.0023023808525255013,588007004162162883,0.4499725000000001,127.69738000000001,48.3796,9.646616999999999,9.567776,9.746389,0.06453499,-0.03963232,0.23450711,0.0974374,0.0,-3.5538324598143034,1,8.647665,8.607453999999999,8.6758375,8.641645,7.782654007673264,8.973252047300338,8.253314549922942,-0.6733648626327455,11422,63.258080407190626
11422,11422,11423,93764,0.05482324,9.354961e-06,106.39358999999999,2.1736372000000004,27.80443,1.5795957,0.58280146,0.00685210628228687,587725469594353705,0.8597898000000002,127.41176000000002,48.38914000000001,9.795781,9.701054,9.891174000000001,-0.43547893,-0.7245048000000001,-0.10781248,-0.41615865,0.0,-4.752020769023248,1,8.699726,8.652007000000001,8.752417999999999,8.702212,7.667799755334853,8.847672106027604,8.059358341693878,-0.9481090215586752,11423,30.707010165017135
11425,11425,11426,93778,0.050332833,7.2479625e-06,406.0941,4.649386,119.764175,2.5638604,0.5302996999999999,0.0031094002658936647,588007003624833180,0.1781453,127.11915,47.309505,9.494891,9.415155,9.59277,-0.41978297,-0.5614939999999999,-0.23198377,-0.3967389,0.0,-3.788565750545164,1,8.930966999999997,8.923115,8.93882,8.930966999999997,7.5328702884912495,8.700142222046852,7.831500798463821,-0.7947489518454894,11426,79.73825262283373
11426,11426,11427,93783,0.04528444,1.5040281e-05,66.30776,1.853157,20.899693,1.6271905,0.5014244999999999,0.011323411142409624,588007004161900705,0.8222444999999999,127.19621000000001,47.84734,9.815660000000001,9.715067,9.919006,-0.77086765,-1.2589473999999998,-0.39701506,-0.82798123,0.0,-5.121484037483416,1,8.836364999999997,8.769459,8.910605,8.840033,7.458660942912101,8.619002820849419,7.706182292699814,-1.1966576581385695,11427,34.68988790501548
11427,11427,11428,93786,0.053011935,1.0552011e-05,77.96669,1.9550804,25.03961,1.6466465000000001,0.49328154,0.009816445192911584,588007003624767820,0.33476090000000003,127.09903999999999,47.19809,9.613367,9.547344,9.703983000000001,-0.08042311,-0.34486154,0.20701775,-0.068921894,0.0,-4.606802882471138,1,8.743953999999999,8.686769,8.822087,8.754428,7.4377335661649715,8.596121136546135,7.670841897726059,-1.017245938825904,11428,70.44200094277296
11428,11428,11429,93790,0.052488375,7.3339115e-06,1137.6274,8.492392,255.4791,3.9696746,0.6486447,0.001681261432572665,588007003624833061,0.3477427,127.11289,47.275146,10.177230999999999,10.09424,10.2862625,0.48103186,0.3460585,0.6923965,0.5192275,0.0,-3.864003128572665,1,9.069992,9.063188,9.076797500000001,9.069992,7.837016842365265,9.032691566944123,8.345117936134338,-1.1445392668117336,11429,69.65068943199289
11429,11429,11430,93801,0.023526982999999998,8.02178e-06,964.0799599999999,8.37625,255.64207000000002,4.403638,0.5764807,0.002221777710856616,588007004699099239,0.29042080000000003,127.33036000000001,48.84956,9.876625,9.791796000000001,9.965011,-0.29951894,-0.44259584,-0.08898667,-0.26579127,0.0,-3.873876951381608,1,9.050019,9.043201,9.056836,9.050018,7.651555364727974,8.829910729527473,8.031926180124284,-1.0467143215858217,11430,73.11684962026571
11430,11430,11431,93809,0.054051947,6.6323378e-06,615.65594,5.1773734000000005,132.76273,2.4865232,0.6662619000000001,0.001922738951694996,588007004698902652,0.9308977,126.88766000000001,48.385303,9.892074000000001,9.800247,9.98443,0.071766235,-0.008450658,0.16598955,0.078769445,0.0,-2.899596787021919,1,9.050008,9.043171000000001,9.056844,9.050007,7.882293112277986,9.082195971012117,8.4215766954422,-0.8098776496255967,11431,21.424814866494607
11431,11431,11432,93816,0.049323037,5.429986700000002e-06,238.5541,2.6645307999999996,78.44559,2.065023,0.48301834,0.004083848572929845,587725469594288284,0.7188897,127.00621000000001,48.313976000000004,9.100076,9.032382,9.195333,-0.12377521400000001,-0.34462675,0.21906488,-0.06278094,0.0,-4.5325610933786935,1,8.606679,8.580798,8.634311,8.607553999999999,7.4113571304082875,8.56728153169155,7.62629958987236,-0.5327941997698211,11432,44.03711206361621
11432,11432,11433,93844,0.053606405999999995,7.795919e-06,486.05285999999995,4.3663087,136.78008,2.6897066,0.55066067,0.0026421829680443928,588007004161769627,0.4171669,126.7163,47.730976,9.875633,9.764947,9.982477000000001,-0.07291277,-0.22681311,0.1672987,-0.029757202000000007,0.0,-4.017183412673875,1,9.076402,9.065244999999999,9.111818,9.0885315,7.5851979213953,8.75735648214817,7.919867306947707,-1.1182767411087424,11433,65.34414918980121
11433,11433,11434,93877,0.048798762,8.893352e-06,311.51337,3.7010882000000014,70.65186,2.4915824,0.64435303,0.0036654582648750146,587725469593960666,0.4757926,126.4357,47.784256,10.44278,10.350533,10.534181,0.2565702,0.05403916,0.52294123,0.28849020000000003,0.0,-4.316071737183254,1,9.074294,9.063649,9.109914,9.0867815,7.825987292528152,9.020632020235062,8.326492159366609,-1.422147528659948,11434,61.58903131397485
11434,11434,11435,93879,0.048709485999999996,6.333229e-06,917.1145,7.2854147,251.79549,3.9571745000000003,0.5613756,0.0020996839732582867,587725469593960669,0.7615734000000001,126.57473,47.710552,10.081946,10.002555000000001,10.173608,0.062005073,-0.15429455,0.33560205,0.09065375,0.0,-4.358433994738489,1,8.981142,8.966799,8.993995,8.980396,7.61273533821106,8.787465486526491,7.966370182037354,-1.2944809007935791,11435,40.396897620334734
11436,11436,11437,93909,0.052992202,1.7630602e-05,80.21525,2.7143377999999996,19.086129999999997,1.9923238999999997,0.62353903,0.011339258153238382,588007004698509539,0.8292299999999999,126.07005,47.804653,9.893993,9.807245,9.992105,-0.26302388,-0.56649464,0.06698723,-0.24975371,0.0,-4.787697007330137,1,8.8326645,8.74975,8.905877,8.827814,7.77249530851841,8.962144675850869,8.23615939259529,-0.9318487049527252,11437,33.98027855066318
11438,11438,11439,94004,0.023757879,1.2723255999999999e-05,105.1894,1.8706541,27.223476,1.6286883,0.5870284,0.007015143565720172,587725471205163212,0.4303573000000001,126.44533,49.573437,9.8643875,9.776551,9.98368,-1.2710843,-1.6851758999999995,-0.65468764,-1.1699318,0.0,-5.278034798060563,1,9.016217999999999,8.986227,9.069809,9.028018,7.6786629474163055,8.859549759626386,8.077703187465668,-1.0048377610784447,11439,64.5097625677595
11439,11439,11440,94009,0.05348519,1.6425154e-05,45.95943,1.5431044,12.348444,1.3510699,0.5707624,0.013354566860346863,587725471205032256,0.2160664,125.93601000000001,49.35579,9.536430000000001,9.444015499999999,9.649523,-0.5840539,-1.2271739,-0.1560001,-0.69158703,0.0,-5.347299321167619,1,8.72061,8.614528,8.820903999999997,8.717716000000001,7.636859357357025,8.813842332363128,8.007108798027039,-0.7225880411141026,11440,77.52190183903029
11440,11440,11441,94032,0.05319252,6.962721299999997e-06,206.47824,2.4397542000000003,42.760487,1.5993351999999998,0.68383163,0.0035278268242081357,587725470668423310,0.5264555000000001,126.99706,49.55705,9.868175,9.783387,9.965200999999999,-0.017780647,-0.23384826,0.31423363,0.040192686,0.0,-4.516961618918704,1,8.705502000000001,8.659599,8.726460000000001,8.693029,7.927447294592858,9.131566886305807,8.497829283475879,-0.7366076741537444,11441,58.23372142528406
11441,11441,11442,94052,0.052704815,1.3168609e-05,77.854805,2.04984,18.414023999999998,1.6603363999999998,0.6261366999999999,0.00964857197093124,587725470668161208,0.3775228,126.46153000000001,49.131298,10.295607,10.219255,10.386519,0.29616684,-0.02580631,0.6376470999999999,0.30592040000000004,0.0,-4.9095598512232055,1,8.991558,8.946233,9.051169,8.998700999999997,7.779171370863914,8.969444183707239,8.24743336558342,-1.3261624239533851,11442,67.81967664453956
